Year,Team_Strengh_Last_Year,Team,Recruits,Class_Points,Conference,Picks,Points,QB_Drafted
2013,-3.89477641127137,Colorado State,23,132.55,M-West,0,0,0
2013,3.21696174491374,Connecticut,26,157.16,AAC,5,28.2,0
2013,6.40475539912854,Delaware State,NA,NA,NA,0,0,0
2013,4.35841444372678,Duke,20,147.18,ACC,1,0.1,1
2013,1.87777975789078,East Carolina,29,147.91,AAC,0,0,0
2013,-29.736769416288,Eastern Illinois,NA,NA,NA,0,0,0
2013,-31.7137664163066,Eastern Kentucky,NA,NA,NA,0,0,0
2013,-10.3300583459578,Eastern Michigan,21,94.97,MAC,0,0,0
2013,3.093216230391,Eastern Washington,NA,NA,NA,0,0,0
2013,-42.9582952033662,Elon,NA,NA,NA,1,0.1,0
2013,29.3090013446489,Florida,28,291.48,SEC,8,54.1,0
2013,-20.3047307193995,Florida A&M,NA,NA,NA,1,0.1,0
2013,-1.34349235424897,Florida Atlantic,26,128.15,C-USA,0,0,0
2013,-1.36404030605275,Florida International,19,101.26,C-USA,2,13.9,0
2013,27.6056332655217,Florida State,22,262.44,ACC,11,75.9,1
2013,-9.59524460087161,Fordham,NA,NA,NA,0,0,0
2013,19.9839468462569,Fresno State,29,144.25,M-West,1,4.2,0
2013,-5.42082938516569,Furman,NA,NA,NA,0,0,0
2013,-24.8652536879679,Gardner-Webb,NA,NA,NA,0,0,0
2013,31.6122739676121,Georgia,34,260.38,SEC,8,50.5,0
2013,4.51385253349233,Georgia Southern,9,29.36,SBC,1,6.7,0
2013,-26.6505041679177,Georgia State,27,65.9,SBC,0,0,0
2013,15.3518143609141,Georgia Tech,15,143.14,ACC,0,0,0
2013,-29.4874288334531,Grambling State,NA,NA,NA,0,0,0
2013,-11.1015870646597,Hawaii,28,138.94,M-West,0,0,0
2013,-0.746971874264972,Houston,27,170.53,AAC,1,18.8,0
2013,-8.23652578125945,Howard,NA,NA,NA,0,0,0
2013,-17.2648892381136,Idaho,21,79.99,SBC,0,0,0
2013,-33.2095664426815,Idaho State,NA,NA,NA,0,0,0
2013,-6.57611505965824,Illinois,26,177.6,Big-Ten,4,14.3,0
2013,10.5715202199212,Illinois State,NA,NA,NA,1,1.1,0
2013,3.57267170282631,Indiana,26,188.56,Big-Ten,0,0,0
2013,0.474250268706129,Indiana State,NA,NA,NA,0,0,0
2013,9.02546785849166,Iowa,25,169.95,Big-Ten,1,2.3,0
2013,19.350137939641,Iowa State,25,161.61,Big-12,2,2.9,0
2013,-25.7576963643513,Jackson State,NA,NA,NA,0,0,0
2013,-0.425268243593358,Jacksonville State,NA,NA,NA,1,1,0
2013,-7.78001671895348,James Madison,NA,NA,NA,1,4.3,0
2013,2.9837935714212,Kansas,37,178.85,Big-12,1,2.4,0
2013,35.7193931216403,Kansas State,19,160.68,Big-12,3,13.7,0
2013,11.1641387975552,Kent State,21,94.14,MAC,1,7.4,0
2013,0.231000263983013,Kentucky,24,194.59,SEC,1,8,0
2013,-42.8196423031507,Lamar,NA,NA,NA,0,0,0
2013,-2.65281299769765,Liberty,NA,NA,NA,0,0,0
2013,28.1928807359826,Louisiana State,28,281.03,SEC,9,78.1,0
2013,15.4599485195437,Louisiana Tech,20,123.39,C-USA,2,5.9,0
2013,9.65914532660356,Louisiana-Lafayette,21,140.25,SBC,0,0,0
2013,9.99836409881633,Louisiana-Monroe,16,72.64,SBC,0,0,0
2013,14.0956076675145,Louisville,18,193.72,ACC,0,0,0
2013,-27.3219490023624,Maine,NA,NA,NA,0,0,0
2013,0.315721775602718,Marshall,22,170.31,C-USA,1,8.6,0
2013,2.68505843508357,Maryland,23,190.61,Big-Ten,1,0.1,0
2013,-23.430983360816,Massachusetts,25,118.77,MAC,1,0.1,0
2013,3.50193400028392,McNeese State,NA,NA,NA,0,0,0
2013,-3.51434491429858,Memphis,44,125.88,AAC,0,0,0
2013,12.8145909464926,Miami (FL),21,250.42,ACC,2,3.9,0
2013,-9.45735204437698,Miami (OH),22,106.88,MAC,1,0.1,1
2013,23.283862796307,Michigan,35,289.15,Big-Ten,2,5,0
2013,16.8679883255688,Michigan State,19,194.39,Big-Ten,3,18.6,0
2013,3.93792007365289,Middle Tennessee State,25,125.9,C-USA,0,0,0
2013,5.90895847945261,Minnesota,19,151.4,Big-Ten,0,0,0
2013,19.5891557879028,Mississippi,30,275.5,SEC,0,0,0
2013,17.3407250697679,Mississippi State,23,212.84,SEC,3,24.4,0
2013,14.9336562291874,Missouri,21,188.16,SEC,2,23.8,0
2013,-6.19092103954348,Missouri State,NA,NA,NA,0,0,0
2013,-45.3901974993007,Morgan State,NA,NA,NA,0,0,0
2013,-34.4927881685962,Murray State,NA,NA,NA,0,0,0
2013,3.7511163630881,Navy,23,95.49,IND,0,0,0
2013,20.5394919742648,Nebraska,24,220.22,Big-Ten,2,1.3,0
2013,8.14232689286672,Nevada,20,124.4,M-West,2,5.8,0
2013,-6.92882790917418,Nevada-Las Vegas,22,120.23,M-West,0,0,0
2013,-27.1894629546685,New Hampshire,NA,NA,NA,1,0.1,0
2013,-3.87488479510954,New Mexico,26,123.3,M-West,0,0,0
2013,-18.0663727424143,New Mexico State,17,87.63,SBC,1,0.6,0
2013,-27.6217521693123,Nicholls State,NA,NA,NA,0,0,0
2013,-27.6953652495297,Norfolk State,NA,NA,NA,0,0,0
2013,15.1401262307554,North Carolina,18,206.44,ACC,5,53.6,0
2013,-28.7400069903938,North Carolina Central,NA,NA,NA,0,0,0
2013,9.08111867899014,North Carolina State,23,161.86,ACC,3,20.2,1
2013,9.76362955033263,North Dakota,NA,NA,NA,0,0,0
2013,15.0068021546085,North Dakota State,NA,NA,NA,0,0,0
2013,0.300241551892888,North Texas,19,94.5,C-USA,0,0,0
2013,-14.0610331976025,Northern Arizona,NA,NA,NA,0,0,0
2013,-22.6585864939097,Northern Colorado,NA,NA,NA,0,0,0
2013,18.1867005599817,Northern Illinois,26,108.66,MAC,0,0,0
2013,12.4200880216549,Northern Iowa,NA,NA,NA,0,0,0
2013,18.7553878050316,Northwestern,19,173.91,Big-Ten,0,0,0
2013,-52.8356306389666,Northwestern Oklahoma State,NA,NA,NA,0,0,0
2013,-5.78376179383746,Northwestern State,NA,NA,NA,0,0,0
2013,29.4048953590973,Notre Dame,24,284.76,IND,6,30.2,0
2013,2.4030561845913,Ohio,21,91.72,MAC,1,0.1,0
2013,22.5984458117265,Ohio State,29,303.27,Big-Ten,3,13.6,0
2013,31.7936907147197,Oklahoma,24,241.41,Big-12,6,35.3,1
2013,32.1768834589689,Oklahoma State,25,200.8,Big-12,1,2.7,0
2013,42.8029280779386,Oregon,20,227.7,Pac-12,5,55.9,0
2013,28.6495546969647,Oregon State,25,186.45,Pac-12,2,7.1,0
2013,18.2235753238428,Penn State,16,195.03,Big-Ten,3,10.8,0
2013,16.2331677461569,Pittsburgh,27,195.37,ACC,0,0,0
2013,-20.0806361250649,Portland State,NA,NA,NA,0,0,0
2013,-35.8178560520045,Presbyterian,NA,NA,NA,0,0,0
2013,6.38465501781323,Purdue,24,159.12,Big-Ten,1,10.5,0
2013,-31.8819496179783,Rhode Island,NA,NA,NA,0,0,0
2013,4.47100099912964,Rice,19,122.51,C-USA,2,11.5,0
2013,-18.0761270153005,Richmond,NA,NA,NA,1,2.6,0
2013,13.8618956528623,Rutgers,29,176.18,Big-Ten,7,17.3,0
2013,-25.6266524582084,Sacramento State,NA,NA,NA,0,0,0
2013,14.9834407855052,Sam Houston State,NA,NA,NA,0,0,0
2013,-26.8674211701377,Samford,NA,NA,NA,1,0.2,0
2013,13.8620509844534,San Diego State,24,145.85,M-West,3,18.4,0
2013,17.37078151408,San Jose State,18,82.32,M-West,1,1.7,0
2013,-35.707163071873,Savannah State,NA,NA,NA,0,0,0
2013,-8.85958821492915,South Alabama,28,122.04,SBC,0,0,0
2013,28.0384265641798,South Carolina,24,223.67,SEC,7,22.8,0
2013,-23.7426837843943,South Carolina State,NA,NA,NA,0,0,0
2013,-8.34303362908906,South Dakota,NA,NA,NA,0,0,0
2013,-7.11462786269795,South Dakota State,NA,NA,NA,0,0,0
2013,3.62319033786698,South Florida,24,173.78,AAC,3,6.1,1
2013,-11.4831679468491,Southeast Missouri State,NA,NA,NA,0,0,0
2013,-42.8998900952188,Southeastern Louisiana,NA,NA,NA,0,0,0
2013,-44.9733062292315,Southern,NA,NA,NA,0,0,0
2013,24.3228236529783,Southern California,12,256.42,Pac-12,4,28,1
2013,-21.5557734784975,Southern Illinois,NA,NA,NA,0,0,0
2013,12.0032212004452,Southern Methodist,26,146.79,AAC,1,9.3,0
2013,-11.3093568075271,Southern Mississippi,26,132.31,C-USA,1,9.4,0
2013,-5.65402106806134,Southern Utah,NA,NA,NA,1,0.2,1
2013,27.6429528075048,Stanford,13,174.43,Pac-12,3,18.6,0
2013,-19.4853521483477,Stephen F. Austin,NA,NA,NA,0,0,0
2013,14.1704511342335,Stony Brook,NA,NA,NA,0,0,0
2013,17.6953954861966,Syracuse,22,144.45,ACC,3,25.1,1
2013,-0.00196211218019471,Temple,23,137.71,AAC,0,0,0
2013,12.4362008690105,Tennessee,25,213.57,SEC,4,33.6,0
2013,-2.29549335618198,Tennessee Tech,NA,NA,NA,0,0,0
2013,-1.26224361128004,Tennessee-Martin,NA,NA,NA,0,0,0
2013,25.7554809637372,Texas,15,234.51,Big-12,3,29.4,0
2013,39.1132511808504,Texas A&M,33,267.79,SEC,5,51,0
2013,-10.8356306389668,Texas A&M-Commerce,NA,NA,NA,0,0,0
2013,22.6109926006657,Texas Christian,23,194.38,Big-12,2,7.7,0
2013,-22.7981798822276,Texas Southern,NA,NA,NA,0,0,0
2013,-2.77708262889987,Texas State,22,121.25,SBC,0,0,0
2013,21.4869923876991,Texas Tech,30,182.63,Big-12,0,0,0
2013,-1.44640998065377,Texas-El Paso,18,84.91,C-USA,0,0,0
2013,-3.73720920484595,Texas-San Antonio,22,106.81,C-USA,0,0,0
2013,7.6387927442482,Toledo,22,144,MAC,0,0,0
2013,5.58008833264884,Towson,NA,NA,NA,0,0,0
2013,4.18168502210253,Troy,24,115.84,SBC,0,0,0
2013,-10.8453096820467,Tulane,23,133.49,AAC,0,0,0
2013,15.6400413123888,Tulsa,22,137.51,AAC,0,0,0
2013,22.1800924984272,UCLA,28,276.26,Pac-12,4,21.3,0
2013,14.4398349402143,Utah,28,180.94,Pac-12,2,18.3,0
2013,22.639522779018,Utah State,24,105.32,M-West,2,5.8,0
2013,19.209316403319,Vanderbilt,27,210.75,SEC,2,2.6,0
2013,-27.1003835463008,Villanova,NA,NA,NA,0,0,0
2013,2.02229441881886,Virginia,23,203.2,ACC,1,3.1,0
2013,-30.3473050710322,Virginia Military Institute,NA,NA,NA,0,0,0
2013,11.975569196448,Virginia Tech,25,223.02,ACC,2,3.7,0
2013,-1.44191378836963,Wagner,NA,NA,NA,0,0,0
2013,-3.55439156357649,Wake Forest,27,148.32,ACC,1,0.4,0
2013,15.0177853090554,Washington,22,234.44,Pac-12,1,14.9,0
2013,2.64816456713483,Washington State,30,173.67,Pac-12,1,0.1,0
2013,-3.79762544861584,Weber State,NA,NA,NA,0,0,0
2013,18.3184047151681,West Virginia,40,200.75,Big-12,3,38.5,1
2013,-13.4236600451469,Western Carolina,NA,NA,NA,0,0,0
2013,-10.7482834944797,Western Illinois,NA,NA,NA,0,0,0
2013,6.26592952049276,Western Kentucky,35,121.26,C-USA,1,2.9,0
2013,-2.63834798216832,Western Michigan,18,100.8,MAC,0,0,0
2013,5.58663700096215,William & Mary,NA,NA,NA,1,4.4,0
2013,24.0115510530594,Wisconsin,23,191.24,Big-Ten,3,23.4,0
2013,14.9400051300592,Wofford,NA,NA,NA,0,0,0
2013,-1.13175636361998,Wyoming,20,102.68,M-West,0,0,0
2014,-24.0203530434917,Abilene Christian,NA,NA,NA,0,0,0
2014,-14.4273577480554,Air Force,24,97.93,M-West,0,0,0
2014,-5.04234968203954,Akron,19,101.86,MAC,0,0,0
2014,37.7118023239333,Alabama,29,319.58,SEC,8,54.3,1
2014,-35.7430016805071,Alabama A&M,NA,NA,NA,0,0,0
2014,-28.0154787977176,Alabama State,NA,NA,NA,0,0,0
2014,-17.6657960892596,Alabama-Birmingham,37,97.63,C-USA,0,0,0
2014,-20.1587286904724,Alcorn State,NA,NA,NA,0,0,0
2014,-10.2875432697314,Appalachian State,28,123.34,SBC,0,0,0
2014,24.2466605427152,Arizona,32,211.66,Pac-12,3,7.2,0
2014,32.5421484170129,Arizona State,28,222.47,Pac-12,3,11.4,0
2014,5.1563793624662,Arkansas,27,215.62,SEC,4,9.5,0
2014,1.09045020835484,Arkansas State,24,114.25,SBC,1,2.1,0
2014,-46.1842189272124,Arkansas-Pine Bluff,NA,NA,NA,0,0,0
2014,-8.08092694921307,Army,24,80.46,IND,0,0,0
2014,32.0579223633748,Auburn,27,277.02,SEC,4,52.4,0
2014,-27.6914455583686,Austin Peay,NA,NA,NA,0,0,0
2014,9.58645798387821,Ball State,18,104.9,MAC,2,3.1,1
2014,39.3521524435514,Baylor,28,217,Big-12,5,5.1,0
2014,1.41467448904578,Bethune-Cookman,NA,NA,NA,0,0,0
2014,16.4375446226548,Boise State,22,159.21,M-West,3,12.8,0
2014,11.3298695433947,Boston College,30,175.46,ACC,4,8.2,0
2014,17.2932700585055,Bowling Green State,19,101.48,MAC,0,0,0
2014,20.7217731507711,Brigham Young,20,160.55,IND,1,11.1,0
2014,8.82836599617671,Buffalo,22,110.69,MAC,1,24.3,0
2014,-0.745665307380113,Cal Poly,NA,NA,NA,0,0,0
2014,-2.28334508036498,California,20,173.56,Pac-12,2,9.2,0
2014,-24.0527833318772,California-Davis,NA,NA,NA,0,0,0
2014,-7.88676832302492,Central Arkansas,NA,NA,NA,0,0,0
2014,19.8084757922481,Central Florida,17,165.79,AAC,2,27.8,1
2014,-7.27357570901135,Central Michigan,19,87.62,MAC,0,0,0
2014,-26.8867683230241,Charleston Southern,NA,NA,NA,0,0,0
2014,4.14964756453809,Chattanooga,NA,NA,NA,0,0,0
2014,10.205111711603,Cincinnati,27,161.11,AAC,0,0,0
2014,-12.2236472056887,Citadel,NA,NA,NA,0,0,0
2014,30.0510219298819,Clemson,20,240.66,ACC,5,40.9,1
2014,-28.2784172715136,Coastal Carolina,NA,NA,NA,2,4.4,0
2014,-35.702026883626,Colgate,NA,NA,NA,0,0,0
2014,2.38790081254602,Colorado,24,144.97,Pac-12,1,10.4,0
2014,9.14726406891383,Colorado State,26,123.25,M-West,2,15.9,0
2014,-1.34391419844243,Connecticut,16,97.85,AAC,2,0.4,0
2014,-29.5915548699286,Delaware,NA,NA,NA,0,0,0
2014,16.3359650814229,Duke,19,166.42,ACC,1,4.7,0
2014,13.1437699550155,East Carolina,29,142.56,AAC,0,0,0
2014,21.4440893675776,Eastern Illinois,NA,NA,NA,1,8.3,1
2014,-9.11542695038276,Eastern Kentucky,NA,NA,NA,0,0,0
2014,-25.0536114561834,Eastern Michigan,22,84.86,MAC,0,0,0
2014,14.6463814564081,Eastern Washington,NA,NA,NA,0,0,0
2014,-46.7430016805079,Elon,NA,NA,NA,0,0,0
2014,18.4201576602233,Florida,24,267.75,SEC,4,21.9,0
2014,-40.9213924301008,Florida A&M,NA,NA,NA,0,0,0
2014,4.2639608006899,Florida Atlantic,23,114.9,C-USA,2,2.1,0
2014,-26.0603280416847,Florida International,26,102.91,C-USA,0,0,0
2014,48.4390152909174,Florida State,29,286.77,ACC,7,54.2,0
2014,5.43436305910968,Fordham,NA,NA,NA,0,0,0
2014,14.9107435874662,Fresno State,24,126.85,M-West,2,21.1,1
2014,-0.361766386839845,Furman,NA,NA,NA,1,3.3,0
2014,-37.8303755531371,Gardner-Webb,NA,NA,NA,0,0,0
2014,24.9871258658385,Georgia,21,273.38,SEC,2,4.7,1
2014,28.1454885246531,Georgia Southern,22,120.95,SBC,2,5.6,0
2014,-15.8631689237167,Georgia State,29,106.78,SBC,1,0.1,0
2014,19.5316674550633,Georgia Tech,21,172.2,ACC,3,10.6,0
2014,-40.4832221103464,Grambling State,NA,NA,NA,0,0,0
2014,-3.6474721681747,Hawaii,25,108.61,M-West,0,0,0
2014,17.8073993243978,Houston,26,143.91,AAC,0,0,0
2014,-31.3282805917531,Howard,NA,NA,NA,0,0,0
2014,-21.2122621385079,Idaho,23,79,SBC,0,0,0
2014,-21.818011421774,Idaho State,NA,NA,NA,0,0,0
2014,5.3091757712404,Illinois,19,152.35,Big-Ten,0,0,0
2014,-9.68821115169104,Illinois State,NA,NA,NA,1,0.1,0
2014,11.926084721937,Indiana,31,180.15,Big-Ten,2,9.3,0
2014,-16.9900151869068,Indiana State,NA,NA,NA,0,0,0
2014,20.3293399902074,Iowa,22,168.33,Big-Ten,3,19.7,0
2014,6.61022744783923,Iowa State,25,169.6,Big-12,1,2.5,0
2014,-20.5630692252949,Jackson State,NA,NA,NA,0,0,0
2014,-6.13783805928641,Jacksonville State,NA,NA,NA,0,0,0
2014,-3.31701881761039,James Madison,NA,NA,NA,0,0,0
2014,-3.1111332918836,Kansas,30,176.39,Big-12,0,0,0
2014,24.2014940984145,Kansas State,26,177.47,Big-12,1,0.8,0
2014,-2.01724194634082,Kent State,21,81.79,MAC,1,5.5,0
2014,2.2591903378525,Kentucky,32,225.45,SEC,1,2.7,0
2014,-21.4890269254665,Lamar,NA,NA,NA,0,0,0
2014,-5.29191108191,Liberty,NA,NA,NA,1,3.9,0
2014,27.91290274873,Louisiana State,27,299.3,SEC,9,57.1,1
2014,-13.1127009561266,Louisiana Tech,20,124.81,C-USA,2,5.4,0
2014,3.48826169369616,Louisiana-Lafayette,21,102.11,SBC,0,0,0
2014,-6.20855297477664,Louisiana-Monroe,23,84.11,SBC,0,0,0
2014,24.1592421851882,Louisville,26,183.93,ACC,4,49.9,1
2014,-1.24532379907472,Maine,NA,NA,NA,1,1.4,0
2014,13.4442935824314,Marshall,28,165.7,C-USA,1,0.9,0
2014,8.48036532286379,Maryland,18,191.72,Big-Ten,1,6.7,0
2014,-16.0987271807001,Massachusetts,17,90.2,MAC,1,0.1,0
2014,32.8970716827046,McNeese State,NA,NA,NA,0,0,0
2014,0.172206456927073,Memphis,25,130.4,AAC,1,0.1,0
2014,16.0304641816929,Miami (FL),27,255.8,ACC,3,7,0
2014,-22.397311564591,Miami (OH),25,81.99,MAC,0,0,0
2014,17.5308575427441,Michigan,26,233.57,Big-Ten,3,25,0
2014,24.6346569502656,Michigan State,22,217.41,Big-Ten,1,14.4,0
2014,1.9811138302988,Middle Tennessee State,23,122.13,C-USA,1,1.8,0
2014,11.7633477717014,Minnesota,22,169.94,Big-Ten,2,15.2,0
2014,22.0387450344279,Mississippi,27,241.12,SEC,1,5.9,0
2014,20.1159404450968,Mississippi State,24,200.03,SEC,1,6.6,0
2014,31.1828503974723,Missouri,29,195.14,SEC,4,18,0
2014,10.0546708546383,Missouri State,NA,NA,NA,0,0,0
2014,5.28764672417372,Montana State,NA,NA,NA,0,0,0
2014,-27.3459709879586,Morgan State,NA,NA,NA,0,0,0
2014,-14.5366089075811,Murray State,NA,NA,NA,1,1,0
2014,10.6831142656412,Navy,22,94.58,IND,0,0,0
2014,12.8016798480498,Nebraska,25,197.83,Big-Ten,3,16.2,0
2014,1.22188580369237,Nevada,29,126.7,M-West,1,12,0
2014,0.882621340357833,Nevada-Las Vegas,19,89.8,M-West,0,0,0
2014,-6.54824484458108,New Hampshire,NA,NA,NA,0,0,0
2014,-8.77992732319742,New Mexico,26,111.82,M-West,0,0,0
2014,-22.745683907922,New Mexico State,27,87.81,SBC,0,0,0
2014,-28.559784579352,Nicholls State,NA,NA,NA,0,0,0
2014,-33.9601083344521,Norfolk State,NA,NA,NA,0,0,0
2014,17.7891236157449,North Carolina,21,211.63,ACC,5,34.7,0
2014,-24.9387040541473,North Carolina Central,NA,NA,NA,0,0,0
2014,3.23546487272885,North Carolina State,31,200.91,ACC,1,3.7,0
2014,30.9268249628477,North Dakota State,NA,NA,NA,1,7.8,0
2014,11.1698236262069,North Texas,22,105.66,C-USA,0,0,0
2014,-7.0280085928538,Northern Arizona,NA,NA,NA,0,0,0
2014,-30.846801433089,Northern Colorado,NA,NA,NA,0,0,0
2014,15.3076322202583,Northern Illinois,31,109.96,MAC,2,13,0
2014,18.3355583122702,Northern Iowa,NA,NA,NA,0,0,0
2014,10.1574178536901,Northwestern,15,182.1,Big-Ten,0,0,0
2014,-40.5050113243983,Northwestern State,NA,NA,NA,0,0,0
2014,17.6818144319777,Notre Dame,24,260.44,IND,8,54.7,0
2014,-1.71237142754933,Ohio,24,102.45,MAC,1,0.3,0
2014,31.3532767054675,Ohio State,31,296.06,Big-Ten,6,49.9,0
2014,26.1948422454386,Oklahoma,28,248.55,Big-12,4,9.6,0
2014,31.6839853763334,Oklahoma State,27,216.48,Big-12,1,21.4,0
2014,-10.614718524236,Old Dominion,37,144.24,C-USA,0,0,0
2014,37.59291088816,Oregon,22,232.45,Pac-12,4,13.3,0
2014,20.3719199941109,Oregon State,30,164.97,Pac-12,2,22.9,0
2014,10.4372061378866,Penn State,26,222.38,Big-Ten,3,14.7,0
2014,11.098756301552,Pittsburgh,23,184.56,ACC,3,24.6,1
2014,-5.55801421593539,Portland State,NA,NA,NA,1,0.1,0
2014,-31.3607477210995,Prairie View A&M,NA,NA,NA,0,0,0
2014,-15.6005696709158,Presbyterian,NA,NA,NA,0,0,0
2014,-9.35677682460996,Purdue,19,157.42,Big-Ten,2,5.5,0
2014,6.90407763658258,Rice,19,116.38,C-USA,1,6.2,0
2014,4.9607957371591,Richmond,NA,NA,NA,0,0,0
2014,0.314560801118088,Rutgers,32,173.71,Big-Ten,0,0,0
2014,-17.7216815206803,Sacramento State,NA,NA,NA,0,0,0
2014,-8.11962971591424,Sam Houston State,NA,NA,NA,0,0,0
2014,-1.62806391619585,Samford,NA,NA,NA,0,0,0
2014,3.12988478603771,San Diego State,27,148.06,M-West,2,3.2,0
2014,3.5638268127649,San Jose State,20,124.04,M-West,2,4.2,1
2014,-56.9232467726717,Savannah State,NA,NA,NA,0,0,0
2014,3.35706243890476,South Alabama,24,97.84,SBC,0,0,0
2014,27.9962518640561,South Carolina,21,239.46,SEC,2,39.5,0
2014,-5.22364720568833,South Carolina State,NA,NA,NA,0,0,0
2014,-16.3858024274532,South Dakota,NA,NA,NA,1,0.1,0
2014,-22.47298928752,South Dakota State,NA,NA,NA,0,0,0
2014,-2.82825918172713,South Florida,28,190.54,AAC,1,2.7,0
2014,7.76407589885793,Southeast Missouri State,NA,NA,NA,0,0,0
2014,-0.707927122713494,Southeastern Louisiana,NA,NA,NA,0,0,0
2014,-27.46726981117,Southern,NA,NA,NA,0,0,0
2014,24.6988796831736,Southern California,26,264.21,Pac-12,3,20.5,0
2014,1.0345066356705,Southern Illinois,NA,NA,NA,0,0,0
2014,2.56231585974333,Southern Methodist,24,128.3,AAC,2,1.9,1
2014,-23.2563063596605,Southern Mississippi,25,130.09,C-USA,1,6.3,0
2014,-4.4184560351485,Southern Utah,NA,NA,NA,0,0,0
2014,32.695093229266,Stanford,20,250.06,Pac-12,6,19.1,0
2014,-26.380919876139,Stephen F. Austin,NA,NA,NA,0,0,0
2014,9.55369686060662,Stony Brook,NA,NA,NA,0,0,0
2014,6.90915265455116,Syracuse,25,176.8,ACC,2,9.2,0
2014,0.70903219467889,Temple,31,155.7,AAC,0,0,0
2014,11.2941178658596,Tennessee,32,274.76,SEC,3,17.3,0
2014,-15.101292604015,Tennessee Tech,NA,NA,NA,0,0,0
2014,-19.969793595779,Tennessee-Martin,NA,NA,NA,0,0,0
2014,20.4630549273128,Texas,23,240.71,Big-12,0,0,0
2014,25.1550394196557,Texas A&M,22,278.25,SEC,3,60.3,1
2014,16.5667420128563,Texas Christian,27,188.06,Big-12,1,14.1,0
2014,-10.0860785855296,Texas State,25,109.6,SBC,0,0,0
2014,17.8937492594306,Texas Tech,37,190.12,Big-12,2,9.9,0
2014,-18.3850290529542,Texas-El Paso,23,85.83,C-USA,0,0,0
2014,2.89100753462249,Texas-San Antonio,16,81.76,C-USA,0,0,0
2014,10.4701811898438,Toledo,23,117.53,MAC,0,0,0
2014,17.3814166659862,Towson,NA,NA,NA,1,5.7,0
2014,-4.32761945589619,Troy,17,64.29,SBC,0,0,0
2014,2.71159991027792,Tulane,20,120.75,AAC,1,3,0
2014,-6.33229616193724,Tulsa,24,128.58,AAC,0,0,0
2014,29.5575692325309,UCLA,20,239.47,Pac-12,5,43.2,0
2014,18.8134581023925,Utah,18,160.27,Pac-12,2,4.4,0
2014,18.2732528864764,Utah State,28,97.71,M-West,2,8.2,0
2014,14.1679242932937,Vanderbilt,23,183.62,SEC,3,13,0
2014,5.05520040782661,Villanova,NA,NA,NA,0,0,0
2014,-1.64971694640653,Virginia,17,204.94,ACC,3,12,0
2014,-46.9243860819763,Virginia Military Institute,NA,NA,NA,0,0,0
2014,16.8106002717888,Virginia Tech,30,216.97,ACC,3,23.4,1
2014,-43.3655164810186,Wagner,NA,NA,NA,0,0,0
2014,4.67409946465354,Wake Forest,25,160.87,ACC,1,0.3,0
2014,30.19154227682,Washington,25,197.58,Pac-12,2,20.6,0
2014,17.3553637619393,Washington State,22,172.66,Pac-12,1,13.6,0
2014,-41.2313136411356,Weber State,NA,NA,NA,0,0,0
2014,7.74524016207905,West Virginia,32,196.51,Big-12,2,13.7,0
2014,-19.9914569804156,Western Carolina,NA,NA,NA,0,0,0
2014,-13.9516845795402,Western Illinois,NA,NA,NA,0,0,0
2014,2.93832324443484,Western Kentucky,26,120.8,C-USA,2,0.9,0
2014,-15.9365189132007,Western Michigan,28,153.7,MAC,0,0,0
2014,4.47057102650931,William & Mary,NA,NA,NA,0,0,0
2014,29.1733765315551,Wisconsin,27,204.85,Big-Ten,5,20,0
2014,-22.9225166920199,Wofford,NA,NA,NA,0,0,0
2014,-6.57213229751909,Wyoming,22,82.31,M-West,2,5.4,0
2015,-12.917356983835,Abilene Christian,NA,NA,NA,0,0,0
2015,4.8486216037849,Air Force,28,89.65,M-West,0,0,0
2015,-3.34680304370724,Akron,18,81.47,MAC,0,0,0
2015,38.898637388086,Alabama,24,309.07,SEC,7,59.5,0
2015,-14.5824443054778,Alabama A&M,NA,NA,NA,0,0,0
2015,9.62409611896841,Alabama-Birmingham,1,0,C-USA,2,2.8,0
2015,-9.81547865990343,Alcorn State,NA,NA,NA,0,0,0
2015,0.215293743300098,Appalachian State,23,112.49,SBC,0,0,0
2015,22.4937150190811,Arizona,28,186.46,Pac-12,0,0,0
2015,23.0447354094258,Arizona State,24,232.1,Pac-12,4,28.2,0
2015,31.1900099765952,Arkansas,25,221.95,SEC,5,11.7,0
2015,4.84819334304746,Arkansas State,25,132.95,SBC,0,0,0
2015,-64.5376186166241,Arkansas-Pine Bluff,NA,NA,NA,0,0,0
2015,-8.13202252328718,Army,39,102.12,IND,0,0,0
2015,33.0573723761908,Auburn,29,277.4,SEC,5,20.1,0
2015,-43.9142075885264,Austin Peay,NA,NA,NA,0,0,0
2015,-2.21714683853328,Ball State,27,114.14,MAC,0,0,0
2015,37.1403086282766,Baylor,19,195.62,Big-12,2,5.2,1
2015,-7.88974985321204,Bethune-Cookman,NA,NA,NA,0,0,0
2015,18.4304468837123,Boise State,22,171.45,M-West,1,2.7,0
2015,15.8405937853111,Boston College,25,166.13,ACC,3,1.9,0
2015,-4.40147114403267,Bowling Green State,24,116.77,MAC,0,0,0
2015,12.7957193457211,Brigham Young,23,165.21,IND,0,0,0
2015,-5.12346064309691,Buffalo,20,106.1,MAC,1,0.4,0
2015,-33.7279825670555,Cal Poly,NA,NA,NA,0,0,0
2015,13.4552909541878,California,25,198.81,Pac-12,0,0,0
2015,-15.5005500764479,California-Davis,NA,NA,NA,0,0,0
