Year,Team_Strengh_Last_Year,Team,Recruits,Class_Points,Conference,Picks,Points,QB_Drafted
2008,-17.7659060632081,Nicholls State,NA,NA,NA,1,1.5,0
2008,-38.5988535452239,Norfolk State,NA,NA,NA,0,0,0
2008,7.06597634244892,North Carolina,20,200.76,ACC,2,13.4,0
2008,-35.7698145020401,North Carolina Central,NA,NA,NA,0,0,0
2008,2.98638982400736,North Carolina State,26,211.96,ACC,2,9.5,0
2008,23.0891058616391,North Dakota State,NA,NA,NA,1,0.9,0
2008,-17.1515563206882,North Texas,26,148.47,C-USA,0,0,0
2008,-22.4122778414233,Northeastern,NA,NA,NA,0,0,0
2008,-0.194640238492881,Northern Arizona,NA,NA,NA,0,0,0
2008,-40.9430992644522,Northern Colorado,NA,NA,NA,0,0,0
2008,-12.8411164112335,Northern Illinois,14,65.4,MAC,0,0,0
2008,16.5602603189124,Northern Iowa,NA,NA,NA,2,5.6,0
2008,0.872236763583121,Northwestern,20,135.68,Big-Ten,0,0,0
2008,-19.8575577000091,Northwestern State,NA,NA,NA,1,0.3,0
2008,1.16580888376867,Notre Dame,34,294.67,IND,4,29,0
2008,-2.61310505824809,Ohio,20,109.93,MAC,1,0.4,0
2008,28.9416498038308,Ohio State,21,269.61,Big-Ten,3,23.7,0
2008,33.687213066028,Oklahoma,23,285.17,Big-12,4,28.4,0
2008,19.154404223835,Oklahoma State,28,196.5,Big-12,0,0,0
2008,29.8009511712442,Oregon,24,208.93,Pac-12,3,20.8,1
2008,19.704073101751,Oregon State,19,160.03,Pac-12,2,2.5,0
2008,20.8251706471744,Penn State,17,188.51,Big-Ten,2,12.4,0
2008,10.4202076116706,Pittsburgh,22,221.09,ACC,3,20.6,0
2008,-32.4964059778322,Portland State,NA,NA,NA,0,0,0
2008,12.5223061601802,Purdue,27,156.89,Big-Ten,3,22.1,0
2008,-11.0812614039909,Rhode Island,NA,NA,NA,0,0,0
2008,-10.569319279977,Rice,19,104.04,C-USA,0,0,0
2008,-9.8031512619589,Richmond,NA,NA,NA,2,6.6,0
2008,16.6856610597821,Rutgers,21,172.92,Big-Ten,2,15.6,0
2008,-27.9891331949026,Sacramento State,NA,NA,NA,0,0,0
2008,-13.1301103811712,Sam Houston State,NA,NA,NA,0,0,0
2008,-38.9670436473406,Samford,NA,NA,NA,0,0,0
2008,-1.21189137282603,San Diego State,20,110.98,M-West,4,7.3,1
2008,-7.17994886749648,San Jose State,16,80.98,M-West,1,4.5,0
2008,17.0017822751946,South Carolina,29,191.52,SEC,1,0.1,0
2008,-13.8506224511182,South Carolina State,NA,NA,NA,0,0,0
2008,27.1191022115779,South Florida,27,135.49,AAC,2,16.4,0
2008,-26.9557575237754,Southeast Missouri State,NA,NA,NA,0,0,0
2008,-23.1436535107809,Southeastern Louisiana,NA,NA,NA,0,0,0
2008,29.3480865535919,Southern California,20,285.58,Pac-12,10,107.1,1
2008,-6.12563101623974,Southern Illinois,NA,NA,NA,0,0,0
2008,-9.8577944672594,Southern Methodist,30,123.76,AAC,0,0,0
2008,5.53519328134975,Southern Mississippi,27,183.03,C-USA,1,0.9,0
2008,5.36711762696097,Stanford,17,171.07,Pac-12,0,0,0
2008,-4.32154106684562,Syracuse,23,155.4,ACC,0,0,0
2008,-10.1466985164193,Temple,26,121.69,AAC,0,0,0
2008,19.8826705832342,Tennessee,18,196.12,SEC,3,29.1,1
2008,-7.0363855459701,Tennessee Tech,NA,NA,NA,0,0,0
2008,-12.7493213236561,Tennessee-Martin,NA,NA,NA,0,0,0
2008,23.2747130017419,Texas,21,266.14,Big-12,5,28.8,0
2008,16.4209692518567,Texas A&M,20,222.56,Big-12,5,18.8,0
2008,13.5824419600104,Texas Christian,18,122.35,Big-12,0,0,0
2008,-43.1233228478405,Texas Southern,NA,NA,NA,0,0,0
2008,-8.27704669188923,Texas State,NA,NA,NA,0,0,0
2008,22.7580441937797,Texas Tech,11,120.6,Big-12,0,0,0
2008,-4.83997394156918,Texas-El Paso,1,0,C-USA,3,11.6,0
2008,-4.60291719300705,Toledo,23,119.27,MAC,2,9.7,0
2008,14.3657193190702,Troy,28,141.37,SBC,1,19.3,0
2008,-8.43779893004169,Tulane,19,95.09,AAC,1,10.5,0
2008,9.54766810692663,Tulsa,26,125.49,AAC,1,0.1,0
2008,17.3052915589189,UCLA,23,248.32,Pac-12,3,8.8,0
2008,17.0600086217687,Utah,15,147.72,Pac-12,0,0,0
2008,-8.84414969435452,Utah State,20,78.64,M-West,2,6.2,0
2008,10.4813633430473,Vanderbilt,21,116.91,SEC,3,27.4,0
2008,2.41350126056878,Villanova,NA,NA,NA,1,0.6,0
2008,14.9307362019362,Virginia,36,143.74,ACC,3,48.6,0
2008,23.9795259716209,Virginia Tech,31,213.6,ACC,8,53.2,0
2008,15.5008048488081,Wake Forest,18,141.14,ACC,3,9.2,0
2008,14.3868074222307,Washington,26,219.25,Pac-12,0,0,0
2008,7.74762315448056,Washington State,27,137.8,Pac-12,1,0.2,1
2008,-27.1814181305069,Weber State,NA,NA,NA,1,3.5,0
2008,34.2310537336289,West Virginia,30,164.99,Big-12,3,9.3,0
2008,-86.7698145020405,West Virginia Tech,NA,NA,NA,0,0,0
2008,-12.6949723719946,Western Carolina,NA,NA,NA,0,0,0
2008,1.92603646793566,Western Illinois,NA,NA,NA,0,0,0
2008,-3.48529989703404,Western Kentucky,1,0,C-USA,0,0,0
2008,-0.614242637192786,Western Michigan,24,103.75,MAC,0,0,0
2008,-13.3049886333853,William & Mary,NA,NA,NA,0,0,0
2008,16.6124472536836,Wisconsin,26,184.77,Big-Ten,4,7.9,0
2008,-14.2981247809989,Wofford,NA,NA,NA,0,0,0
2008,1.23549372604021,Wyoming,22,103.13,M-West,0,0,0
2009,10.2999898093926,Air Force,22,91.94,M-West,0,0,0
2009,2.09800064986795,Akron,24,113.13,MAC,0,0,0
2009,26.5141693110486,Alabama,28,285.91,SEC,4,42.9,0
2009,-27.2069306468529,Alabama A&M,NA,NA,NA,0,0,0
2009,-37.9932306116995,Alabama State,NA,NA,NA,0,0,0
2009,-6.81450396229164,Alabama-Birmingham,29,138.66,C-USA,0,0,0
2009,-47.8820772069251,Alcorn State,NA,NA,NA,0,0,0
2009,-8.51914398122536,Appalachian State,3,0,SBC,0,0,0
2009,22.1183257272629,Arizona,20,171.06,Pac-12,2,16.1,0
2009,10.7299951565681,Arizona State,22,199.28,Pac-12,2,0.7,0
2009,6.43746913962383,Arkansas,42,224.58,SEC,1,4.9,0
2009,-1.65796127091344,Arkansas State,20,83.81,SBC,1,0.1,0
2009,-3.7334559489746,Army,49,79.82,IND,0,0,0
2009,8.11973214901871,Auburn,28,218.28,SEC,3,17.6,0
2009,14.1313962878523,Ball State,NA,NA,NA,2,9,1
2009,11.1510647168099,Baylor,30,173.24,Big-12,1,30.2,0
2009,26.1618238918912,Boise State,22,150.36,M-West,0,0,0
2009,16.322482286011,Boston College,22,146.56,ACC,2,31.7,0
2009,7.26523771260164,Bowling Green State,23,112.02,MAC,0,0,0
2009,17.2261111231525,Brigham Young,21,174.45,IND,2,4.2,0
2009,7.44148927290003,Buffalo,24,84.89,MAC,0,0,0
2009,4.25382947877602,Cal Poly,NA,NA,NA,0,0,0
2009,23.211997337909,California,21,199.41,Pac-12,3,15.4,0
2009,-1.374041084468,California-Davis,NA,NA,NA,0,0,0
2009,-6.04249986927865,Central Arkansas,NA,NA,NA,0,0,0
2009,-4.28524003589363,Central Florida,21,152.97,AAC,1,2,0
2009,2.56564329235256,Central Michigan,30,134.79,MAC,0,0,0
2009,-22.0756275152992,Charleston Southern,NA,NA,NA,0,0,0
2009,-10.6121995860199,Chattanooga,NA,NA,NA,0,0,0
2009,12.5140669959886,Cincinnati,26,167.1,AAC,6,17.7,0
2009,-4.33583158836684,Citadel,NA,NA,NA,0,0,0
2009,18.1479442970031,Clemson,15,202.9,ACC,4,10.2,0
2009,-16.8032678737029,Coastal Carolina,NA,NA,NA,0,0,0
2009,4.70747285960632,Colorado,21,176.52,Pac-12,1,0.3,0
2009,3.19223979186509,Colorado State,21,114.19,M-West,1,3.4,0
2009,12.8776417624672,Connecticut,21,138.56,AAC,4,41.3,0
2009,6.9929828790125,Delaware,NA,NA,NA,0,0,0
2009,-21.3431023588564,Delaware State,NA,NA,NA,0,0,0
2009,8.24809669890541,Duke,28,169.28,ACC,0,0,0
2009,8.0630908613567,East Carolina,19,118.94,AAC,1,2.7,0
2009,-10.8381207972925,Eastern Illinois,NA,NA,NA,0,0,0
2009,-28.6179441230305,Eastern Kentucky,NA,NA,NA,0,0,0
2009,-8.35157949314243,Eastern Michigan,21,102.88,MAC,1,4.7,0
2009,4.82905989876816,Eastern Washington,NA,NA,NA,0,0,0
2009,44.537845825076,Florida,18,264.61,SEC,3,21.4,0
2009,-2.62919992325417,Florida Atlantic,2,0,C-USA,0,0,0
2009,-2.75341461005079,Florida International,28,134.35,C-USA,0,0,0
2009,21.4509217157558,Florida State,25,251.48,ACC,1,10.6,0
2009,0.559229445085865,Fresno State,17,123.08,M-West,2,3.1,1
2009,3.15288608986239,Furman,NA,NA,NA,1,3.2,0
2009,17.1665553117309,Gardner-Webb,NA,NA,NA,0,0,0
2009,20.9627235404214,Georgia,21,279.41,SEC,6,76.5,1
2009,0.783996891014979,Georgia Southern,1,0,SBC,0,0,0
2009,16.3452819611388,Georgia Tech,27,190.16,ACC,4,9.7,0
2009,-24.7555777995284,Grambling State,NA,NA,NA,0,0,0
2009,-0.583926327186258,Hawaii,29,143.61,M-West,3,16,0
2009,-15.3010848869415,Hofstra,NA,NA,NA,0,0,0
