"RK","PLAYER","RESULT","PASS_EPA","RUN_EPA","SACK_EPA","PEN_EPA","TOTAL_EPA","ACT_PLAYS","RAW_QBR","TOTAL_QBR","Week","Team","Opponent","QB","QBshort","Win","Points_For"
84,"DaMarcus Smith, UNT","L 55-28  vs WKU",-2.1,1.8,0,-0.1,-0.4,55,34.5,34.6,7,"UNT","WKU","DaMarcus Smith","Smith, D","L",28
85,"Clayton Thorson, NW","L 40-10  vs IOWA",-1.8,1,-2.3,-0.1,-3.2,47,20.9,34.6,7,"NW","IOWA","Clayton Thorson","Thorson, C","L",10
86,"Ryan Willis, KU","L 30-20  vs TTU",5.7,-2.7,-3,0,-0.1,61,37.5,32,7,"KU","TTU","Ryan Willis","Willis, R","L",20
87,"Alex McGough, FIU","L 42-34  @ MTSU",0.5,-0.8,-1.7,0.8,-1.2,63,32.5,31.8,7,"FIU","MTSU","Alex McGough","McGough, A","L",34
88,"Drew Lock, MIZ","L 9-6  @ UGA",-0.9,0,-2.2,-0.2,-3.3,31,16.5,30.9,7,"MIZ","UGA","Drew Lock","Lock, D","L",6
89,"Kyle Allen, TA&M","L 41-23  vs ALA",-5.9,0.1,-3.6,0,-9.3,50,6.4,28.2,7,"TA","ALA","Kyle Allen","Allen, K","L",23
90,"Lee McNeill, CHAR","L 37-34  @ ODU",4,-1.2,-1.6,0.2,1.4,40,46.7,26.9,7,"CHAR","ODU","Lee McNeill","McNeill, L","L",34
91,"A.J. Schurr, ARMY","W 21-14  vs BUCK",0.5,1.6,0,-0.1,2,40,51.3,25.5,7,"ARMY","BUCK","A.J. Schurr","Schurr, A","W",21
92,"Cody Clements, USA","L 49-31  vs ARST",0,0.5,-4.7,1.1,-3.1,48,22.4,25.3,7,"USA","ARST","Cody Clements","Clements, C","L",31
93,"Derrius Vick, OHIO","L 49-14  vs WMU",1.7,-1.3,-1.5,0,-1.1,40,30.5,24.5,7,"OHIO","WMU","Derrius Vick","Vick, D","L",14
94,"P.J. Walker, TEM","W 30-16  vs UCF",0.5,-0.9,0,0.1,-0.2,34,36.5,23.2,7,"TEM","UCF","P.J. Walker","Walker, P","W",30
95,"Lamar Jordan, UNM","W 28-27  vs HAW",2.3,-0.6,-1.8,0.3,0.2,39,38.9,23,7,"UNM","HAW","Lamar Jordan","Jordan, L","W",28
96,"Andrew Allen, NMSU","L 56-26  @ GASO",-0.3,-1.5,-1.2,0.1,-2.9,50,16.6,22.8,7,"NMSU","GASO","Andrew Allen","Allen, A","L",26
97,"Johnny McCrary, VAN","L 19-10  @ SC",-2.6,0.6,-3.6,-0.5,-6.1,57,15.5,18.7,7,"VAN","SC","Johnny McCrary","McCrary, J","L",10
98,"Karson Roberts, AFA","L 38-23  @ CSU",-0.7,-1.7,0,-0.1,-2.5,43,18.3,16.6,7,"AFA","CSU","Karson Roberts","Roberts, K","L",23
99,"Joe Hubener, KSU","L 55-0  vs OKLA",-3.8,1,-0.9,0,-3.7,23,6.9,16.4,7,"KSU","OKLA","Joe Hubener","Hubener, J","L",0
100,"Christian Hackenberg, PSU","L 38-10  @ OSU",0.6,-0.7,-4,0.4,-3.7,22,6.1,16,7,"PSU","OSU","Christian Hackenberg","Hackenberg, C","L",10
101,"Reginald Bell, EMU","L 63-20  @ TOL",0.2,-3,-1.6,-0.2,-4.5,43,12.5,15.6,7,"EMU","TOL","Reginald Bell","Bell, R","L",20
102,"Blake Frohnapfel, UMASS","L 15-10  vs KENT",-3.8,-1.7,-1.5,1.2,-5.8,44,13.1,15.5,7,"UMASS","KENT","Blake Frohnapfel","Frohnapfel, B","L",10
103,"Kenny Potter, SJSU","L 30-7  vs SDSU",-3.3,-0.7,-2.2,1,-5.1,38,7.9,12,7,"SJSU","SDSU","Kenny Potter","Potter, K","L",7
104,"Justin Holman, UCF","L 30-16  @ TEM",-8.3,0.2,-0.5,-0.2,-8.7,47,7.7,11.4,7,"UCF","TEM","Justin Holman","Holman, J","L",16
105,"Brett Rypien, BSU","L 52-26  @ USU",-2.4,0,-3.2,0.3,-5.3,61,7.4,9.5,7,"BSU","USU","Brett Rypien","Rypien, B","L",26
106,"Billy Bahl, M-OH","L 45-12  vs NIU",-2.9,-0.1,-2,-0.3,-5.3,41,8,9.3,7,"OH","NIU","Billy Bahl","Bahl, B","L",12
107,"Devin Powell, TULN","L 42-7  vs HOU",-3.5,-0.7,-0.3,-0.2,-4.7,33,7.8,8.6,7,"TULN","HOU","Devin Powell","Powell, D","L",7
108,"Fredi Knighten, ARST","W 49-31  @ USA",2.4,-5.2,-3.5,-0.3,-6.4,41,9.8,7.8,7,"ARST","USA","Fredi Knighten","Knighten, F","W",49
109,"Dane Evans, TLSA","L 30-17  @ ECU",-3.4,-1.6,-1,-0.2,-6.2,56,7.5,7.2,7,"TLSA","ECU","Dane Evans","Evans, D","L",17
110,"Dontreal Pruitt, TROY","L 19-16  vs IDHO",-2.7,0.6,-1.3,-0.2,-3.5,30,15.5,7,7,"TROY","IDHO","Dontreal Pruitt","Pruitt, D","L",16
111,"Dalton Sturm, UTSA","L 32-10  @ USM",-2.2,-3.4,-2.8,-0.2,-8.5,42,2.7,2.4,7,"UTSA","USM","Dalton Sturm","Sturm, D","L",10
1,"Deshaun Watson, CLEM","W 58-0  @ MIA",4.1,3.9,0,0.3,8.3,28,98.6,99.2,8,"CLEM","MIA","Deshaun Watson","Watson, D","W",58
2,"Matt Johnson, BGSU","W 48-0  @ KENT",9.4,2.9,-0.4,-0.2,11.7,54,96.2,97.2,8,"BGSU","KENT","Matt Johnson","Johnson, M","W",48
3,"Darrel Colbert Jr., SMU","L 38-14  @ USF",1.2,0.1,0,0,1.3,21,91.3,95,8,"SMU","USF","Darrel Colbert Jr.","Colbert, D","L",14
4,"Jerrard Randall, ARIZ","L 45-42  vs WSU",3.8,3.3,0,-0.1,7,27,93.9,93.8,8,"ARIZ","WSU","Jerrard Randall","Randall, J","L",42
5,"Dak Prescott, MSST","W 42-16  vs UK",8.2,4.7,-0.2,0,12.6,48,95.2,92.9,8,"MSST","UK","Dak Prescott","Prescott, D","W",42
6,"Paxton Lynch, MEM","W 66-42  @ TLSA",13.6,0.8,0,0.3,14.6,50,95.7,92.5,8,"MEM","TLSA","Paxton Lynch","Lynch, P","W",66
7,"Kevin Hogan, STAN","W 31-14  vs WASH",4.9,1.2,-1.3,0.4,5.3,36,83.8,91.4,8,"STAN","WASH","Kevin Hogan","Hogan, K","W",31
8,"Jeff Driskel, LT","W 45-16  vs MTSU",4.6,1.7,-0.8,0,5.5,36,91.4,90.2,8,"LT","MTSU","Jeff Driskel","Driskel, J","W",45
9,"Cody Kessler, USC","W 42-24  vs UTAH",6.5,0.8,-2.1,-0.2,5.1,35,79.7,89.4,8,"USC","UTAH","Cody Kessler","Kessler, C","W",42
10,"Taylor Lamb, APP","W 31-13  vs GASO",6.5,0,-0.3,-0.4,5.8,31,86.5,89.4,8,"APP","GASO","Taylor Lamb","Lamb, T","W",31
11,"J.T. Barrett, OSU","W 49-7  @ RUTG",5.4,0.9,-0.4,0.1,6,32,92.5,88.9,8,"OSU","RUTG","J.T. Barrett","Barrett, J","W",49
12,"Kenny Potter, SJSU","W 31-21  vs UNM",6,2.4,-1.7,0.8,7.4,30,90.6,88.2,8,"SJSU","UNM","Kenny Potter","Potter, K","W",31
13,"Nate Sudfeld, IND","L 52-26  @ MSU",7.1,0,-1.1,-0.1,5.8,40,75,87.9,8,"IND","MSU","Nate Sudfeld","Sudfeld, N","L",26
14,"Brandon Allen, ARK","W 54-46  vs AUB",6,1.1,-0.7,-0.2,7.5,41,81.5,87.5,8,"ARK","AUB","Brandon Allen","Allen, B","W",54
15,"Brett Rypien, BSU","W 34-14  vs WYO",6.4,0.5,0,-0.3,6.6,31,95.5,87.2,8,"BSU","WYO","Brett Rypien","Rypien, B","W",34
16,"Joshua Dobbs, TENN","L 19-14  @ ALA",4.1,1.2,-3.5,0.2,2,43,49.9,86.5,8,"TENN","ALA","Joshua Dobbs","Dobbs, J","L",14
17,"Joe Licata, BUFF","W 41-17  vs OHIO",4.4,0.9,0,-0.1,5.2,35,85.8,86.4,8,"BUFF","OHIO","Joe Licata","Licata, J","W",41
18,"Gunner Kiel, CIN","W 37-13  vs CONN",7.5,0.7,-0.7,-0.2,7.4,43,86.6,86.2,8,"CIN","CONN","Gunner Kiel","Kiel, G","W",37
19,"Josh Rosen, UCLA","W 40-24  vs CAL",9,0.5,-0.2,-0.4,9,56,86.1,85.9,8,"UCLA","CAL","Josh Rosen","Rosen, J","W",40
20,"Zach Terrell, WMU","W 35-13  vs M-OH",9.4,0.9,-1.4,0.1,9,47,88.6,85.9,8,"WMU","OH","Zach Terrell","Terrell, Z","W",35
21,"Luke Falk, WSU","W 45-42  @ ARIZ",17.6,0.4,-2,0.9,16.9,76,87.4,83.9,8,"WSU","ARIZ","Luke Falk","Falk, L","W",45
22,"Beau Hoge, BYU","W 70-6  vs WAG",0.5,0.7,0,0,1.3,24,94.1,83.8,8,"BYU","WAG","Beau Hoge","Hoge, B","W",70
23,"Anu Solomon, ARIZ","L 45-42  vs WSU",3.6,1,0,1,5.6,27,84,83.7,8,"ARIZ","WSU","Anu Solomon","Solomon, A","L",42
24,"Brandon Silvers, TROY","W 52-7  @ NMSU",7.4,0.2,0,0,7.6,42,92.2,83.4,8,"TROY","NMSU","Brandon Silvers","Silvers, B","W",52
25,"Clayton Thorson, NW","W 30-28  @ NEB",1.9,7.9,-2.6,0.2,7.5,38,82.8,81.7,8,"NW","NEB","Clayton Thorson","Thorson, C","W",30
26,"Nick Mullens, USM","W 44-10  @ CHAR",6.2,0.5,0,0.1,6.8,43,82.3,80.8,8,"USM","CHAR","Nick Mullens","Mullens, N","W",44
27,"Thomas Sirk, DUKE","W 45-43  @ VT",5.4,1.8,0,0.2,8,61,70.7,80.5,8,"DUKE","VT","Thomas Sirk","Sirk, T","W",45
28,"Tommy Armstrong Jr., NEB","L 30-28  vs NW",2.1,1.2,-1.8,1.8,3.1,63,50.7,79.1,8,"NEB","NW","Tommy Armstrong Jr.","Armstrong, T","L",28
29,"Bart Houston, WIS","W 24-13  @ ILL",5.7,-0.4,-1.1,0.2,4.3,39,66.7,78.7,8,"WIS","ILL","Bart Houston","Houston, B","W",24
30,"Mason Rudolph, OKST","W 58-10  vs KU",5,0,-0.8,0.2,4.3,33,86.6,77.9,8,"OKST","KU","Mason Rudolph","Rudolph, M","W",58
31,"Jerrod Heard, TEX","W 23-9  vs KSU",2,4,-0.6,-0.2,5.2,32,78.8,77.6,8,"TEX","KSU","Jerrod Heard","Heard, J","W",23
32,"Jake Coker, ALA","W 19-14  vs TENN",6.7,-0.8,-2.9,-0.2,2.8,40,55.9,77,8,"ALA","TENN","Jake Coker","Coker, J","W",19
33,"Brandon Harris, LSU","W 48-20  vs WKU",5.8,-1.8,-0.8,0.8,4.1,28,75.9,76,8,"LSU","WKU","Brandon Harris","Harris, B","W",48
34,"Jacoby Brissett, NCST","W 35-17  @ WAKE",3.7,0.3,-0.4,0.2,3.8,45,70,74.3,8,"NCST","WAKE","Jacoby Brissett","Brissett, J","W",35
35,"Seth Russell, BAY","W 45-27  vs ISU",1.1,3.9,0,0,5,53,78,74.3,8,"BAY","ISU","Seth Russell","Russell, S","W",45
36,"Marquise Williams, UNC","W 26-13  vs UVA",3.4,3.4,-1.1,-0.3,5.4,45,70.2,73.7,8,"UNC","UVA","Marquise Williams","Williams, M","W",26
37,"Karson Roberts, AFA","W 42-14  vs FRES",0.3,4.9,0,-0.3,4.9,30,81.1,73.2,8,"AFA","FRES","Karson Roberts","Roberts, K","W",42
38,"Brandon Doughty, WKU","L 48-20  @ LSU",2.1,0,-0.7,0.1,1.5,64,45.6,72.5,8,"WKU","LSU","Brandon Doughty","Doughty, B","L",20
39,"Eric Dungey, SYR","L 23-20  vs PITT",2.6,1.3,0,0.9,4.8,39,68.3,72.2,8,"SYR","PITT","Eric Dungey","Dungey, E","L",20
40,"Blake Kemp, ECU","L 24-14  vs TEM",6.8,0.2,-2.1,0.7,5.5,59,64.4,71.1,8,"ECU","TEM","Blake Kemp","Kemp, B","L",14
41,"Baker Mayfield, OKLA","W 63-27  vs TTU",4.1,-0.6,-0.4,0.4,3.5,32,75.4,70.7,8,"OKLA","TTU","Baker Mayfield","Mayfield, B","W",63
42,"Jared Goff, CAL","L 40-24  @ UCLA",2.8,1,-1.9,0.4,2.2,68,54.3,69.1,8,"CAL","UCLA","Jared Goff","Goff, J","L",24
43,"Chad Kelly, MISS","W 23-3  vs TA&M",3,-0.9,-0.6,0.6,2,58,49.6,68.8,8,"MISS","TA","Chad Kelly","Kelly, C","W",23
44,"Connor Cook, MSU","W 52-26  vs IND",12,1.2,-2.3,-0.2,10.8,65,77.5,68.6,8,"MSU","IND","Connor Cook","Cook, C","W",52
45,"Lamar Jackson, LOU","W 17-14  vs BC",2.2,3.4,-3.3,-0.6,1.7,43,48.2,68.6,8,"LOU","BC","Lamar Jackson","Jackson, L","W",17
46,"Michael Brewer, VT","L 45-43  vs DUKE",8.1,1.1,-2.9,-0.3,5.7,56,63.4,65,8,"VT","DUKE","Michael Brewer","Brewer, M","L",43
47,"Drew Hare, NIU","W 49-21  vs EMU",5.7,1.8,-0.8,-0.1,6.7,53,83.6,63.1,8,"NIU","EMU","Drew Hare","Hare, D","W",49
48,"Keenan Reynolds, NAVY","W 31-14  vs TULN",3.6,3.3,-3,0,3.9,34,69.7,61.5,8,"NAVY","TULN","Keenan Reynolds","Reynolds, K","W",31
49,"P.J. Walker, TEM","W 24-14  @ ECU",4.4,-1.1,0,0.9,4.2,45,61.7,60.9,8,"TEM","ECU","P.J. Walker","Walker, P","W",24
50,"Tanner Lee, TULN","L 31-14  @ NAVY",6.6,-2.2,-0.6,-0.6,3.3,37,61.1,60.8,8,"TULN","NAVY","Tanner Lee","Lee, T","L",14
51,"Greg Ward Jr., HOU","W 59-10  @ UCF",3,2.7,-1.2,-0.3,4.2,35,72.3,60.7,8,"HOU","UCF","Greg Ward Jr.","Ward, G","W",59
52,"Tyler Jones, TXST","W 36-18  vs USA",0.9,4.1,-0.7,-0.2,4.1,42,68.7,60.3,8,"TXST","USA","Tyler Jones","Jones, T","W",36
53,"Patrick Mahomes, TTU","L 63-27  @ OKLA",-1.9,2.8,-1.3,-0.3,-0.7,58,33.6,60.2,8,"TTU","OKLA","Patrick Mahomes","Mahomes, P","L",27
54,"Sefo Liufau, COLO","W 17-13  @ ORST",6.1,-1.2,-1,0,3.9,47,59.5,59.5,8,"COLO","ORST","Sefo Liufau","Liufau, S","W",17
55,"Kendall Hinton, WAKE","L 35-17  vs NCST",-0.4,2.6,-1.8,0.6,0.9,41,48.3,59.3,8,"WAKE","NCST","Kendall Hinton","Hinton, K","L",17
56,"Mack Leftwich, UTEP","W 27-17  vs FAU",4.1,-0.6,-0.6,0.5,3.4,43,58.5,59.2,8,"UTEP","FAU","Mack Leftwich","Leftwich, M","W",27
57,"Christian Hackenberg, PSU","W 31-30  @ MD",6.5,-0.7,-2.7,-0.1,3,35,59.6,58.9,8,"PSU","MD","Christian Hackenberg","Hackenberg, C","W",31
58,"Brogan Roback, EMU","L 49-21  @ NIU",1.1,0.2,-0.2,0.2,1.3,49,51.1,58.1,8,"EMU","NIU","Brogan Roback","Roback, B","L",21
59,"Phillip Ely, TOL","W 51-35  @ UMASS",5.5,-0.2,0,0.4,5.7,56,66.9,57.6,8,"TOL","UMASS","Phillip Ely","Ely, P","W",51
60,"Alex McGough, FIU","W 41-12  vs ODU",7.7,1.3,-2,0.1,7.1,50,78.2,57.2,8,"FIU","ODU","Alex McGough","McGough, A","W",41
61,"Wes Lunt, ILL","L 24-13  vs WIS",0,0,0,-0.3,-0.3,46,35.9,57,8,"ILL","WIS","Wes Lunt","Lunt, W","L",13
62,"Nathan Peterman, PITT","W 23-20  @ SYR",4.7,-0.9,-1.5,0,2.3,36,54.3,56.8,8,"PITT","SYR","Nathan Peterman","Peterman, N","W",23
63,"Kevin Ellison, GASO","L 31-13  @ APP",-0.2,2.5,-1.4,-0.3,0.6,25,46.3,56.3,8,"GASO","APP","Kevin Ellison","Ellison, K","L",13
64,"Sean White, AUB","L 54-46  @ ARK",3.2,-0.4,-0.9,-0.1,2.4,37,55.3,55.5,8,"AUB","ARK","Sean White","White, S","L",46
65,"Patrick Towles, UK","L 42-16  @ MSST",1.3,0.1,-0.6,0.5,1.3,51,45.4,55.4,8,"UK","MSST","Patrick Towles","Towles, P","L",16
66,"Justin Holman, UCF","L 59-10  vs HOU",0.3,2.6,-1.4,0.2,1.7,36,52.5,55.3,8,"UCF","HOU","Justin Holman","Holman, J","L",10
67,"Dane Evans, TLSA","L 66-42  vs MEM",6.5,-0.6,-3.6,0.4,2.6,53,53.4,54.8,8,"TLSA","MEM","Dane Evans","Evans, D","L",42
68,"Matt Linehan, IDHO","W 27-13  vs ULM",8.3,-1,-3.3,-0.1,3.9,51,58.1,52.8,8,"IDHO","ULM","Matt Linehan","Linehan, M","W",27
69,"Joel Lanning, ISU","L 45-27  @ BAY",1.8,-1.2,-0.5,-0.1,0,28,38.6,52.2,8,"ISU","BAY","Joel Lanning","Lanning, J","L",27
70,"Blake Frohnapfel, UMASS","L 51-35  vs TOL",0.6,1.2,0,-0.3,1.5,53,48.4,51.9,8,"UMASS","TOL","Blake Frohnapfel","Frohnapfel, B","L",35
71,"Driphus Jackson, RICE","W 38-31  vs ARMY",7.6,-1.5,-1.5,-0.1,4.5,38,69.3,50.6,8,"RICE","ARMY","Driphus Jackson","Jackson, D","W",38
72,"Cooper Rush, CMU","W 23-21  @ BALL",8.2,-0.3,-1.3,-0.4,6.2,49,69.6,49.3,8,"CMU","BALL","Cooper Rush","Rush, C","W",23
73,"Jalen Nixon, ULL","L 37-27  @ ARST",-5.7,5,0,0.5,-0.2,64,36.4,43,8,"ULL","ARST","Jalen Nixon","Nixon, J","L",27
74,"Everett Golson, FSU","L 22-16  @ GT",3,-0.8,-2,-0.4,-0.2,41,36.6,41.5,8,"FSU","GT","Everett Golson","Golson, E","L",16
75,"Justin Thomas, GT","W 22-16  vs FSU",-3.7,3.2,-0.9,0,-1.4,23,24.4,41.1,8,"GT","FSU","Justin Thomas","Thomas, J","W",22
76,"Chris Laviano, RUTG","L 49-7  vs OSU",-1.1,0.3,-0.6,-0.1,-1.6,26,20.7,40.6,8,"RUTG","OSU","Chris Laviano","Laviano, C","L",7
77,"Drew Lock, MIZ","L 10-3  @ VAN",-5,3.2,-2.5,0.5,-3.8,47,19.9,40.3,8,"MIZ","VAN","Drew Lock","Lock, D","L",3
78,"K.J. Carta-Samuels, WASH","L 31-14  @ STAN",-0.9,0.6,-0.2,-0.2,-0.7,26,27.6,39.4,8,"WASH","STAN","K.J. Carta-Samuels","Carta-Samuels, K","L",14
79,"Perry Hills, MD","L 31-30  vs PSU",1.3,-2.3,-4.1,-0.3,-5.3,57,18.6,37.8,8,"MD","PSU","Perry Hills","Hills, P","L",30
80,"Matt Johns, UVA","L 26-13  @ UNC",-2.3,0,-1.6,1.9,-2,38,24.5,35.9,8,"UVA","UNC","Matt Johns","Johns, M","L",13
81,"Brent Stockstill, MTSU","L 45-16  @ LT",1.9,-0.2,-2,-0.1,-0.4,64,35.3,34.9,8,"MTSU","LT","Brent Stockstill","Stockstill, B","L",16
82,"Max Wittek, HAW","L 30-20  @ NEV",5.1,0.2,-3.7,-0.3,1.3,48,44.6,34.7,8,"HAW","NEV","Max Wittek","Wittek, M","L",20
83,"Derrius Vick, OHIO","L 41-17  @ BUFF",1.8,-0.9,-1.8,1.5,0.6,67,40.9,32.4,8,"OHIO","BUFF","Derrius Vick","Vick, D","L",17
84,"Joe Hubener, KSU","L 23-9  @ TEX",-0.6,-0.5,-1.7,0.3,-2.6,41,20.5,32.2,8,"KSU","TEX","Joe Hubener","Hubener, J","L",9
85,"Jaquez Johnson, FAU","L 27-17  @ UTEP",3.3,-3,-0.6,1.1,0.8,33,43.7,31.2,8,"FAU","UTEP","Jaquez Johnson","Johnson, J","L",17
86,"Billy Bahl, M-OH","L 35-13  @ WMU",1.8,0,-2.1,0,-0.3,34,34.8,30.9,8,"OH","WMU","Billy Bahl","Bahl, B","L",13
87,"Tyler Stewart, NEV","W 30-20  vs HAW",-0.1,2.8,-1.6,0,1.2,35,46.6,29.1,8,"NEV","HAW","Tyler Stewart","Stewart, T","W",30
88,"Matt Davis, SMU","L 38-14  @ USF",-0.9,0,-2.1,-0.3,-3.3,40,18.4,28.7,8,"SMU","USF","Matt Davis","Davis, M","L",14
89,"Chase Litton, MRSH","W 30-13  vs UNT",1.9,-0.1,-0.6,0.3,1.5,39,55.4,28.2,8,"MRSH","UNT","Chase Litton","Litton, C","W",30
90,"Austin Apodaca, UNM","L 31-21  @ SJSU",-1.2,0.1,0,0.2,-0.8,33,30.1,26.5,8,"UNM","SJSU","Austin Apodaca","Apodaca, A","L",21
91,"Bryant Shirreffs, CONN","L 37-13  @ CIN",-2.1,-0.1,-1.2,0.8,-2.6,48,22.7,23.6,8,"CONN","CIN","Bryant Shirreffs","Shirreffs, B","L",13
92,"Fredi Knighten, ARST","W 37-27  vs ULL",-0.6,1.6,-0.9,0.1,0.2,34,40.4,23.6,8,"ARST","ULL","Fredi Knighten","Knighten, F","W",37
93,"Riley Neal, BALL","L 23-21  vs CMU",0.8,-3.2,0,0.3,-2.2,48,27.5,23.3,8,"BALL","CMU","Riley Neal","Neal, R","L",21
94,"Travis Wilson, UTAH","L 42-24  @ USC",-3.2,-1.6,-0.8,1.3,-4.3,53,15.2,22.1,8,"UTAH","USC","Travis Wilson","Wilson, T","L",24
95,"Cameron Coffman, WYO","L 34-14  @ BSU",-2,0,-0.8,0.8,-1.9,20,12.3,19.6,8,"WYO","BSU","Cameron Coffman","Coffman, C","L",14
96,"Kyle Shurmur, VAN","W 10-3  vs MIZ",-0.2,-0.8,-2.7,-0.1,-3.8,25,11,18,8,"VAN","MIZ","Kyle Shurmur","Shurmur, K","W",10
97,"David Washington, ODU","L 41-12  @ FIU",0.1,-1.1,-0.6,-0.3,-2,32,21,17.9,8,"ODU","FIU","David Washington","Washington, D","L",12
98,"Kyle Allen, TA&M","L 23-3  @ MISS",-4,-0.4,-0.7,-0.4,-5.6,39,8.2,16.5,8,"TA","MISS","Kyle Allen","Allen, K","L",3
99,"DaMarcus Smith, UNT","L 30-13  @ MRSH",-2.4,-0.9,-1.4,0,-4.7,52,10.2,16.4,8,"UNT","MRSH","DaMarcus Smith","Smith, D","L",13
100,"Andrew Allen, NMSU","L 52-7  vs TROY",-1.5,0.6,-0.5,-0.1,-1.6,48,21.6,16.1,8,"NMSU","TROY","Andrew Allen","Allen, A","L",7
101,"Cody Clements, USA","L 36-18  @ TXST",2.1,0,-2.2,-0.5,-0.5,48,34.2,15.6,8,"USA","TXST","Cody Clements","Clements, C","L",18
102,"Quinton Flowers, USF","W 38-14  vs SMU",-0.7,0.7,-0.9,0,-0.9,46,31.8,12.7,8,"USF","SMU","Quinton Flowers","Flowers, Q","W",38
103,"Nick Mitchell, ORST","L 17-13  vs COLO",-1.4,0,-3.3,0.6,-4.2,30,12.2,12.6,8,"ORST","COLO","Nick Mitchell","Mitchell, N","L",13
104,"Garrett Smith, ULM","L 27-13  @ IDHO",-0.7,-1.8,-0.6,0,-3.2,49,22.2,11.6,8,"ULM","IDHO","Garrett Smith","Smith, G","L",13
105,"Kilton Anderson, FRES","L 42-14  @ AFA",-2.7,-0.6,-0.8,-0.3,-4.4,46,11.8,11.5,8,"FRES","AFA","Kilton Anderson","Anderson, K","L",14
106,"Ryan Willis, KU","L 58-10  @ OKST",-0.7,-0.9,-1.2,-0.2,-2.9,38,8.2,11,8,"KU","OKST","Ryan Willis","Willis, R","L",10
107,"Kent Myers, USU","L 48-14  @ SDSU",-2.2,-0.3,-1.4,0.2,-3.7,32,5.3,9.1,8,"USU","SDSU","Kent Myers","Myers, K","L",14
108,"A.J. Schurr, ARMY","L 38-31  @ RICE",-2.4,-0.7,0,0.7,-2.3,34,22.4,9,8,"ARMY","RICE","A.J. Schurr","Schurr, A","L",31
109,"Jeff Smith, BC","L 17-14  @ LOU",-1.6,0.6,-4.9,-0.3,-6.2,23,3,8.2,8,"BC","LOU","Jeff Smith","Smith, J","L",14
110,"George Bollas, KENT","L 48-0  vs BGSU",-2.6,-2.1,-0.4,0.9,-4.1,41,7.4,4.9,8,"KENT","BGSU","George Bollas","Bollas, G","L",0
111,"Lee McNeill, CHAR","L 44-10  vs USM",-4.7,0.6,-0.7,0,-4.7,31,5.9,4.7,8,"CHAR","USM","Lee McNeill","McNeill, L","L",10
112,"Malik Rosier, MIA","L 58-0  vs CLEM",-1.8,-0.6,-0.2,0,-2.6,28,0.8,2.6,8,"MIA","CLEM","Malik Rosier","Rosier, M","L",0
1,"Gunner Kiel, CIN","W 52-7  vs UCF",6.4,0,0,0.5,7,22,99.5,99,9,"CIN","UCF","Gunner Kiel","Kiel, G","W",52
2,"Trevone Boykin, TCU","W 40-10  vs WVU",6.2,2.3,-0.5,4.1,12.1,67,90.7,94.9,9,"TCU","WVU","Trevone Boykin","Boykin, T","W",40
3,"Baker Mayfield, OKLA","W 62-7  @ KU",11.2,0.5,-1,0.3,11,38,96.3,94.2,9,"OKLA","KU","Baker Mayfield","Mayfield, B","W",62
4,"Deshaun Watson, CLEM","W 56-41  @ NCST",11.1,1.9,-1.8,-0.3,10.9,47,89.1,93.5,9,"CLEM","NCST","Deshaun Watson","Watson, D","W",56
5,"Chase Litton, MRSH","W 34-10  @ CHAR",10.8,-0.4,0,-0.2,10.1,59,93.9,93.3,9,"MRSH","CHAR","Chase Litton","Litton, C","W",34
6,"DeShone Kizer, ND","W 24-20  @ TEM",3.4,8,0,2,13.4,58,88.5,92.2,9,"ND","TEM","DeShone Kizer","Kizer, D","W",24
7,"Joshua Dobbs, TENN","W 52-21  @ UK",8.1,4.7,-1.5,-0.3,11,36,94,92.1,9,"TENN","UK","Joshua Dobbs","Dobbs, J","W",52
8,"Brandon Allen, ARK","W 63-28  vs UTM",6.4,0.4,-0.7,0,6.1,21,96.7,90.5,9,"ARK","UTM","Brandon Allen","Allen, B","W",63
9,"Marquise Williams, UNC","W 26-19  @ PITT",6.4,0.4,0,0.4,7.2,34,87.2,90.2,9,"UNC","PITT","Marquise Williams","Williams, M","W",26
10,"Jeff Driskel, LT","W 42-17  @ RICE",9.1,0,-1,-0.1,8,30,96.3,90,9,"LT","RICE","Jeff Driskel","Driskel, J","W",42
11,"Mitch Leidner, MINN","L 29-26  vs MICH",6.5,3.2,-1.8,0.1,8,47,78.5,89.6,9,"MINN","MICH","Mitch Leidner","Leidner, M","L",26
12,"Jake Browning, WASH","W 49-3  vs ARIZ",6.9,0.2,-0.9,-0.1,6,30,92.4,89,9,"WASH","ARIZ","Jake Browning","Browning, J","W",49
13,"Kyler Murray, TA&M","W 35-28  vs SC",4.8,7,-1.1,0.4,11.2,49,87.2,88.3,9,"TA","SC","Kyler Murray","Murray, K","W",35
14,"David Blough, PUR","W 55-45  vs NEB",5.6,6.1,-0.2,0.3,11.7,56,88.9,86.8,9,"PUR","NEB","David Blough","Blough, D","W",55
15,"Brandon Doughty, WKU","W 55-30  @ ODU",8.3,0,-0.9,0.1,7.5,30,93.5,85.8,9,"WKU","ODU","Brandon Doughty","Doughty, B","W",55
16,"Perry Orth, SC","L 35-28  @ TA&M",2.6,5.2,-3,-0.3,4.5,38,70.3,85.6,9,"SC","TA","Perry Orth","Orth, P","L",28
17,"Jacoby Brissett, NCST","L 56-41  vs CLEM",2.4,4.4,-3,0.2,4.1,52,64.2,85.5,9,"NCST","CLEM","Jacoby Brissett","Brissett, J","L",41
