"RK","PLAYER","RESULT","PASS_EPA","RUN_EPA","SACK_EPA","PEN_EPA","TOTAL_EPA","ACT_PLAYS","RAW_QBR","TOTAL_QBR","Week","Team","Opponent","QB","QBshort","Win","Points_For"
18,"Christian Hackenberg, PSU","W 39-0  vs ILL",5.8,-0.1,-1.9,0.3,4,35,77.9,85.2,9,"PSU","ILL","Christian Hackenberg","Hackenberg, C","W",39
19,"Kent Myers, USU","W 58-27  vs WYO",6.9,0,0,-0.1,6.8,29,94.7,85,9,"USU","WYO","Kent Myers","Myers, K","W",58
20,"Jared Goff, CAL","L 27-21  vs USC",5.7,-0.6,0,0.9,6,38,79.1,84.2,9,"CAL","USC","Jared Goff","Goff, J","L",21
21,"Sean Maguire, FSU","W 45-21  vs SYR",8.3,-0.5,-0.7,-0.4,6.7,41,84.1,83.9,9,"FSU","SYR","Sean Maguire","Maguire, S","W",45
22,"Cody Kessler, USC","W 27-21  @ CAL",7.5,-0.2,-1.3,-0.4,5.6,30,82.1,83.6,9,"USC","CAL","Cody Kessler","Kessler, C","W",27
23,"Patrick Mahomes, TTU","L 70-53  vs OKST",10.2,2.3,-2,0.9,11.6,70,80.6,83.5,9,"TTU","OKST","Patrick Mahomes","Mahomes, P","L",53
24,"Brett Rypien, BSU","W 55-27  @ UNLV",12.8,-0.1,0,-0.1,12.6,54,87.5,81,9,"BSU","UNLV","Brett Rypien","Rypien, B","W",55
25,"Zach Terrell, WMU","W 58-28  @ EMU",4.4,2.7,0,0,7.1,32,91.6,80.5,9,"WMU","EMU","Zach Terrell","Terrell, Z","W",58
26,"Nick Mullens, USM","W 34-13  vs UTEP",8.4,0,-1.4,0,7,34,88.2,79.5,9,"USM","UTEP","Nick Mullens","Mullens, N","W",34
27,"Chad Kelly, MISS","W 27-19  @ AUB",7.4,0.9,-0.8,-0.3,7.1,62,66.7,78.2,9,"MISS","AUB","Chad Kelly","Kelly, C","W",27
28,"Joel Lanning, ISU","W 24-0  vs TEX",2.5,5.7,-3.2,0.7,5.6,54,68.6,78.1,9,"ISU","TEX","Joel Lanning","Lanning, J","W",24
29,"Riley Neal, BALL","W 20-10  vs UMASS",6.3,1.1,-1,1.6,8,41,84.4,76.2,9,"BALL","UMASS","Riley Neal","Neal, R","W",20
30,"Vernon Adams Jr., ORE","W 61-55  @ ASU",7.6,1.9,-3.5,-0.2,5.8,53,65.6,76,9,"ORE","ASU","Vernon Adams Jr.","Adams, V","W",61
31,"Joe Licata, BUFF","W 29-24  @ M-OH",6.2,0,-0.7,-0.2,5.2,33,77.9,75.8,9,"BUFF","OH","Joe Licata","Licata, J","W",29
32,"Malik Rosier, MIA","W 30-27  @ DUKE",7.4,-0.9,-1.4,-0.2,4.9,39,69.5,73.3,9,"MIA","DUKE","Malik Rosier","Rosier, M","W",30
33,"Nick Stevens, CSU","L 41-17  vs SDSU",1.6,0,0,0.7,2.3,31,63,73,9,"CSU","SDSU","Nick Stevens","Stevens, N","L",17
34,"Mike Bercovici, ASU","L 61-55  vs ORE",5.5,8.5,-3.4,0.1,10.7,75,72.8,72.3,9,"ASU","ORE","Mike Bercovici","Bercovici, M","L",55
35,"Travis Wilson, UTAH","W 27-12  vs ORST",5.6,-0.7,-1.1,0.2,4.1,33,73.1,70.7,9,"UTAH","ORST","Travis Wilson","Wilson, T","W",27
36,"Nick Mitchell, ORST","L 27-12  @ UTAH",1.3,0.8,-0.7,0.4,1.8,53,48.1,69.2,9,"ORST","UTAH","Nick Mitchell","Mitchell, N","L",12
37,"Karson Roberts, AFA","W 58-7  @ HAW",0.2,2.5,0,0.1,2.8,22,80.3,68.3,9,"AFA","HAW","Karson Roberts","Roberts, K","W",58
38,"Jake Rudock, MICH","W 29-26  @ MINN",2.6,0,-1.2,0.9,2.3,27,60,68.2,9,"MICH","MINN","Jake Rudock","Rudock, J","W",29
39,"Josh Rosen, UCLA","W 35-31  vs COLO",4.6,0,-1,0.1,3.8,36,66.5,67.4,9,"UCLA","COLO","Josh Rosen","Rosen, J","W",35
40,"P.J. Walker, TEM","L 24-20  vs ND",1.7,1.2,-1.3,1.3,2.9,40,56.4,67.3,9,"TEM","ND","P.J. Walker","Walker, P","L",20
41,"Thomas Sirk, DUKE","L 30-27  vs MIA",2.7,1.2,-0.6,2.4,5.7,76,57.7,66.3,9,"DUKE","MIA","Thomas Sirk","Sirk, T","L",27
42,"Brandon Silvers, TROY","L 44-41  @ APP",2.9,0.9,-0.5,0.1,3.4,50,55.6,65.3,9,"TROY","APP","Brandon Silvers","Silvers, B","L",41
43,"Jaquez Johnson, FAU","W 31-17  vs FIU",0.4,3.6,-0.2,-0.1,3.6,29,71.9,65,9,"FAU","FIU","Jaquez Johnson","Johnson, J","W",31
44,"Greg Ward Jr., HOU","W 34-0  vs VAN",4.6,-1.5,-2.1,-0.3,0.7,48,43.4,64.9,9,"HOU","VAN","Greg Ward Jr.","Ward, G","W",34
45,"DaMarcus Smith, UNT","W 30-23  vs UTSA",0.9,6.2,-1.4,0,5.7,39,73.7,64.5,9,"UNT","UTSA","DaMarcus Smith","Smith, D","W",30
46,"Treon Harris, FLA","W 27-3  vs UGA",0.3,1.8,-0.9,-0.3,0.8,33,45.9,64.3,9,"FLA","UGA","Treon Harris","Harris, T","W",27
47,"Blake Decker, UNLV","L 55-27  vs BSU",1.4,1.1,0,0.4,2.9,57,53.6,64.1,9,"UNLV","BSU","Blake Decker","Decker, B","L",27
48,"Paxton Lynch, MEM","W 41-13  vs TULN",4.7,2.9,-1.4,0,6.1,49,71.6,63.7,9,"MEM","TULN","Paxton Lynch","Lynch, P","W",41
49,"Nick Smith, WYO","L 58-27  @ USU",2.4,-0.6,-0.4,0,1.5,39,56.9,63.5,9,"WYO","USU","Nick Smith","Smith, N","L",27
50,"Kevin Hogan, STAN","W 30-28  @ WSU",-2.4,8.5,-3.4,0.3,3,35,60.2,62.6,9,"STAN","WSU","Kevin Hogan","Hogan, K","W",30
51,"Nathan Peterman, PITT","L 26-19  vs UNC",4.8,0.3,-2.5,0.2,2.8,59,52.2,62.5,9,"PITT","UNC","Nathan Peterman","Peterman, N","L",19
52,"Matt Johns, UVA","W 27-21  vs GT",2.5,0.9,0,-0.1,3.3,38,60.3,62.3,9,"UVA","GT","Matt Johns","Johns, M","W",27
53,"Nick Arbuckle, GAST","L 48-34  @ ARST",5.8,-0.6,-3.3,0.9,2.8,56,52.5,59.4,9,"GAST","ARST","Nick Arbuckle","Arbuckle, N","L",34
54,"Cooper Rush, CMU","W 14-6  @ AKR",2.9,2.1,-2,-0.3,2.6,51,51,59,9,"CMU","AKR","Cooper Rush","Rush, C","W",14
55,"Quinton Flowers, USF","L 29-17  @ NAVY",4.5,-2.2,0,-0.2,2.1,29,59,58.7,9,"USF","NAVY","Quinton Flowers","Flowers, Q","L",17
56,"Sefo Liufau, COLO","L 35-31  @ UCLA",-1,2.1,-0.6,0.4,1.3,76,42.6,58.4,9,"COLO","UCLA","Sefo Liufau","Liufau, S","L",31
57,"Ryan Willis, KU","L 62-7  vs OKLA",1.5,-0.4,-1.4,0,-0.4,42,34.3,58,9,"KU","OKLA","Ryan Willis","Willis, R","L",7
58,"Michael Brewer, VT","W 26-10  @ BC",1,0.5,-2.3,0.4,-0.4,28,33.7,57.4,9,"VT","BC","Michael Brewer","Brewer, M","W",26
59,"Jordy Joseph, TULN","L 41-13  @ MEM",0.3,0.9,-0.9,1,1.3,32,52.6,57,9,"TULN","MEM","Jordy Joseph","Joseph, J","L",13
60,"Keenan Reynolds, NAVY","W 29-17  vs USF",-2,3.7,-0.6,0,1,36,45.3,56.7,9,"NAVY","USF","Keenan Reynolds","Reynolds, K","W",29
61,"Lamar Jackson, LOU","W 20-19  @ WAKE",8.1,-3.8,-2.3,0.1,2.1,43,50.4,55.8,9,"LOU","WAKE","Lamar Jackson","Jackson, L","W",20
62,"Matt Linehan, IDHO","L 55-48  @ NMSU",3.6,5.5,-1.2,-0.2,7.6,53,74.8,55.7,9,"IDHO","NMSU","Matt Linehan","Linehan, M","L",48
63,"Joel Stave, WIS","W 48-10  vs RUTG",2.2,0,0,-0.2,2,27,67.8,54.8,9,"WIS","RUTG","Joel Stave","Stave, J","W",48
64,"Luke Falk, WSU","L 30-28  vs STAN",3.6,0.6,-2.1,0,1.8,71,44.5,54.8,9,"WSU","STAN","Luke Falk","Falk, L","L",28
65,"Mason Rudolph, OKST","W 70-53  @ TTU",6.9,-2.5,-1.4,0,2.9,43,56.8,53.8,9,"OKST","TTU","Mason Rudolph","Rudolph, M","W",70
66,"Dane Evans, TLSA","W 40-31  @ SMU",6.4,0.6,-1,-0.3,5.7,36,76.4,53.4,9,"TLSA","SMU","Dane Evans","Evans, D","W",40
67,"Andrew Allen, NMSU","W 55-48  vs IDHO",2.5,4,0,-0.3,6.1,50,72.9,52.4,9,"NMSU","IDHO","Andrew Allen","Allen, A","W",55
68,"Patrick Towles, UK","L 52-21  vs TENN",-2.8,2.5,-0.8,-0.3,-1.4,48,28.9,51.8,9,"UK","TENN","Patrick Towles","Towles, P","L",21
69,"Eric Dungey, SYR","L 45-21  @ FSU",-2.1,1.9,-0.5,-0.2,-0.9,40,30.5,51.6,9,"SYR","FSU","Eric Dungey","Dungey, E","L",21
70,"Brogan Roback, EMU","L 58-28  vs WMU",0.9,1.2,0,-0.2,2,41,58,50.6,9,"EMU","WMU","Brogan Roback","Roback, B","L",28
71,"Tyrone Swoopes, TEX","L 24-0  @ ISU",-0.2,0.8,0,0,0.6,23,51.7,49.6,9,"TEX","ISU","Tyrone Swoopes","Swoopes, T","L",0
72,"Driphus Jackson, RICE","L 42-17  vs LT",1.3,0.6,-1.4,0.7,1.1,43,47.7,44.2,9,"RICE","LT","Driphus Jackson","Jackson, D","L",17
73,"Bryant Shirreffs, CONN","W 31-13  vs ECU",1.4,0.2,-1.4,0.9,1.1,31,47.8,43.9,9,"CONN","ECU","Bryant Shirreffs","Shirreffs, B","W",31
74,"Sean White, AUB","L 27-19  vs MISS",-0.1,0.8,-2.2,0.1,-1.4,33,27.5,42.7,9,"AUB","MISS","Sean White","White, S","L",19
75,"Brooks Haack, ULL","W 30-24  vs ULM",0.3,1.6,-0.8,0,0.8,21,47.9,42.6,9,"ULL","ULM","Brooks Haack","Haack, B","W",30
76,"C.J. Beathard, IOWA","W 31-15  vs MD",2.5,0.1,-2,0.1,0.7,34,44.8,42.5,9,"IOWA","MD","C.J. Beathard","Beathard, C","W",31
77,"Skyler Howard, WVU","L 40-10  @ TCU",-1.5,0.4,-0.6,0.3,-1.4,50,26.4,41.9,9,"WVU","TCU","Skyler Howard","Howard, S","L",10
78,"John Fadule, BC","L 26-10  vs VT",-1.5,-0.1,-0.5,1.3,-0.7,44,31.7,41.4,9,"BC","VT","John Fadule","Fadule, J","L",10
79,"Anu Solomon, ARIZ","L 49-3  @ WASH",1.2,-1.5,-2.9,0.8,-2.5,43,21.8,39.3,9,"ARIZ","WASH","Anu Solomon","Solomon, A","L",3
80,"Shuler Bentley, ODU","L 55-30  vs WKU",4.4,-1.5,-2.8,0,0.1,41,38.8,39,9,"ODU","WKU","Shuler Bentley","Bentley, S","L",30
81,"Fredi Knighten, ARST","W 48-34  vs GAST",4.3,-0.4,-1.9,-0.1,1.9,52,47.1,35.6,9,"ARST","GAST","Fredi Knighten","Knighten, F","W",48
82,"John Wolford, WAKE","L 20-19  vs LOU",-3.5,1.8,-0.9,0.3,-2.3,24,17.8,35.5,9,"WAKE","LOU","John Wolford","Wolford, J","L",19
83,"Taylor Lamb, APP","W 44-41  vs TROY",2.6,-1,-1.5,1.1,1.1,46,44,35.3,9,"APP","TROY","Taylor Lamb","Lamb, T","W",44
84,"Ryker Fyfe, NEB","L 55-45  @ PUR",2.9,-3.2,-0.4,-0.1,-0.6,58,34.1,33.1,9,"NEB","PUR","Ryker Fyfe","Fyfe, R","L",45
85,"Blake Frohnapfel, UMASS","L 20-10  @ BALL",3.4,0.8,-0.5,-0.7,2.9,58,51.3,30.9,9,"UMASS","BALL","Blake Frohnapfel","Frohnapfel, B","L",10
86,"Justin Thomas, GT","L 27-21  @ UVA",0,-0.9,-0.9,-0.3,-2.1,44,24.8,30.7,9,"GT","UVA","Justin Thomas","Thomas, J","L",21
87,"Matt Davis, SMU","L 40-31  vs TLSA",3.3,-0.5,-2.2,1,1.7,50,47.3,30.5,9,"SMU","TLSA","Matt Davis","Davis, M","L",31
88,"Billy Bahl, M-OH","L 29-24  vs BUFF",1.1,0.6,-1.5,0.3,0.5,45,40.8,29.7,9,"OH","BUFF","Billy Bahl","Bahl, B","L",24
89,"Lee McNeill, CHAR","L 34-10  vs MRSH",-0.7,-0.2,-1.3,0,-2.1,41,20.7,28.5,9,"CHAR","MRSH","Lee McNeill","McNeill, L","L",10
90,"Garrett Smith, ULM","L 30-24  @ ULL",6.9,-2,-3.3,-0.3,1.3,56,43.6,28.4,9,"ULM","ULL","Garrett Smith","Smith, G","L",24
91,"Dalton Sturm, UTSA","L 30-23  @ UNT",4.6,-0.4,-1.3,0.6,3.6,67,52,27.9,9,"UTSA","UNT","Dalton Sturm","Sturm, D","L",23
92,"Justin Holman, UCF","L 52-7  @ CIN",-0.9,0.7,-0.5,-0.1,-0.8,29,26.3,27.4,9,"UCF","CIN","Justin Holman","Holman, J","L",7
93,"Tyler Jones, TXST","L 37-13  @ GASO",-2.1,0.5,-0.4,0,-2,32,20.1,27.2,9,"TXST","GASO","Tyler Jones","Jones, T","L",13
94,"Wes Lunt, ILL","L 39-0  @ PSU",-3.9,0,-1.4,-0.4,-5.6,45,10.5,24.8,9,"ILL","PSU","Wes Lunt","Lunt, W","L",0
95,"Thomas Woodson, AKR","L 14-6  vs CMU",3.7,-1.5,-4.2,0.1,-1.9,48,27.6,23.4,9,"AKR","CMU","Thomas Woodson","Woodson, T","L",6
96,"Perry Hills, MD","L 31-15  @ IOWA",-3.9,0.6,-0.9,0,-4.2,43,10.5,21,9,"MD","IOWA","Perry Hills","Hills, P","L",15
97,"Mack Leftwich, UTEP","L 34-13  @ USM",0.5,-2.1,0,-0.2,-1.8,36,22.2,20.1,9,"UTEP","USM","Mack Leftwich","Leftwich, M","L",13
98,"Faton Bauta, UGA","L 27-3  @ FLA",-5.6,0,-0.6,0,-6.3,39,6.9,19.2,9,"UGA","FLA","Faton Bauta","Bauta, F","L",3
99,"James Summers, ECU","L 31-13  @ CONN",0.3,-0.3,-3.1,-0.3,-3.5,35,17.3,18.6,9,"ECU","CONN","James Summers","Summers, J","L",13
100,"Alex McGough, FIU","L 31-17  @ FAU",0.8,0.7,-5.3,-0.2,-3.9,40,13.4,15.3,9,"FIU","FAU","Alex McGough","McGough, A","L",17
101,"Jerrard Randall, ARIZ","L 49-3  @ WASH",-1.2,-0.2,-0.1,0,-1.5,24,6.4,13.8,9,"ARIZ","WASH","Jerrard Randall","Randall, J","L",3
102,"Chris Laviano, RUTG","L 48-10  @ WIS",-2.3,0.1,-1.4,-0.2,-3.9,21,2.7,7,9,"RUTG","WIS","Chris Laviano","Laviano, C","L",10
103,"Max Wittek, HAW","L 58-7  vs AFA",-2.6,0,-0.6,0,-3.2,28,7.1,6.1,9,"HAW","AFA","Max Wittek","Wittek, M","L",7
1,"Jake Rudock, MICH","W 49-16  vs RUTG",8.4,1.6,0,0.2,10.4,29,99.4,99,10,"MICH","RUTG","Jake Rudock","Rudock, J","W",49
2,"Zach Terrell, WMU","W 54-7  vs BALL",8.8,0.7,-0.7,-0.1,8.8,28,99.6,98.8,10,"WMU","BALL","Zach Terrell","Terrell, Z","W",54
3,"Chad Kelly, MISS","L 53-52  vs ARK",9.8,11.7,-0.5,0,21.1,48,98.3,98.1,10,"MISS","ARK","Chad Kelly","Kelly, C","L",52
4,"Brandon Allen, ARK","W 53-52  @ MISS",16.3,1.7,-1.6,0,16.4,51,94.7,97.5,10,"ARK","MISS","Brandon Allen","Allen, B","W",53
5,"Mason Rudolph, OKST","W 49-29  vs TCU",8.5,0.4,-0.6,-0.3,8,35,95,97.1,10,"OKST","TCU","Mason Rudolph","Rudolph, M","W",49
6,"Kevin Hogan, STAN","W 42-10  @ COLO",6.7,3.5,-1.4,0.2,9,33,95.2,95.9,10,"STAN","COLO","Kevin Hogan","Hogan, K","W",42
7,"Marquise Williams, UNC","W 66-31  vs DUKE",8.1,0.9,0,0.3,9.4,44,94.1,94.5,10,"UNC","DUKE","Marquise Williams","Williams, M","W",66
8,"Jarrett Stidham, BAY","W 31-24  @ KSU",12.8,0.4,-1.1,-0.6,11.5,46,94,94.3,10,"BAY","KSU","Jarrett Stidham","Stidham, J","W",31
9,"Brandon Silvers, TROY","W 51-14  vs ULM",7.1,0,-0.2,0,6.8,42,94.2,92.9,10,"TROY","ULM","Brandon Silvers","Silvers, B","W",51
10,"Matt Johnson, BGSU","W 62-24  vs OHIO",9.6,-0.3,-0.8,0.1,8.7,42,92.1,92.5,10,"BGSU","OHIO","Matt Johnson","Johnson, M","W",62
11,"Vernon Adams Jr., ORE","W 44-28  vs CAL",6.4,3.9,-0.8,0.2,9.7,43,91.5,91.4,10,"ORE","CAL","Vernon Adams Jr.","Adams, V","W",44
12,"Brandon Doughty, WKU","W 35-19  vs FAU",7.6,0,0,0,7.6,32,89.4,89.6,10,"WKU","FAU","Brandon Doughty","Doughty, B","W",35
13,"Connor Cook, MSU","L 39-38  @ NEB",11,-0.2,0,0.5,11.3,45,89.5,88.7,10,"MSU","NEB","Connor Cook","Cook, C","L",38
14,"Dak Prescott, MSST","W 31-13  @ MIZ",8,1.9,-1.7,0.5,8.7,56,79,88.3,10,"MSST","MIZ","Dak Prescott","Prescott, D","W",31
15,"Matt Linehan, IDHO","L 52-45  @ USA",7.5,2.3,0,1.7,11.5,51,90.1,87.7,10,"IDHO","USA","Matt Linehan","Linehan, M","L",45
16,"Deshaun Watson, CLEM","W 23-13  vs FSU",4.3,4.2,-1.1,1,8.4,59,73.2,85.5,10,"CLEM","FSU","Deshaun Watson","Watson, D","W",23
17,"Josh Rosen, UCLA","W 41-0  @ ORST",8.4,0.1,-0.8,-0.8,7,45,85.3,85.3,10,"UCLA","ORST","Josh Rosen","Rosen, J","W",41
18,"Tyler Stewart, NEV","W 30-16  @ FRES",7.3,2.5,-1.4,-0.8,7.5,31,88.8,85,10,"NEV","FRES","Tyler Stewart","Stewart, T","W",30
19,"Brent Stockstill, MTSU","W 27-24  vs MRSH",9.2,-0.7,-1.4,0.2,7.3,45,77.3,83.9,10,"MTSU","MRSH","Brent Stockstill","Stockstill, B","W",27
20,"P.J. Walker, TEM","W 60-40  @ SMU",9.2,2.8,-1.6,-0.2,10.3,36,93.6,83.8,10,"TEM","SMU","P.J. Walker","Walker, P","W",60
21,"Luke Falk, WSU","W 38-24  vs ASU",13.7,-0.6,-3.2,-0.1,9.8,61,77.1,83.2,10,"WSU","ASU","Luke Falk","Falk, L","W",38
22,"Jacoby Brissett, NCST","W 24-8  @ BC",1.5,1.6,-0.8,0.2,2.4,36,61.9,81.2,10,"NCST","BC","Jacoby Brissett","Brissett, J","W",24
23,"Kenny Potter, SJSU","L 17-16  vs BYU",4.7,4.9,-4,1.6,7.2,39,80.9,81.1,10,"SJSU","BYU","Kenny Potter","Potter, K","L",16
24,"Patrick Mahomes, TTU","L 31-26  @ WVU",4.1,4.2,-1.8,-0.1,6.3,57,66.4,80.9,10,"TTU","WVU","Patrick Mahomes","Mahomes, P","L",26
25,"Kyle Bolin, LOU","W 41-17  vs SYR",6.3,0,-0.6,-0.2,5.5,39,80,79.7,10,"LOU","SYR","Kyle Bolin","Bolin, K","W",41
26,"Alex McGough, FIU","W 48-31  vs CHAR",5.8,0.8,0,0.4,7,52,83,79.6,10,"FIU","CHAR","Alex McGough","McGough, A","W",48
27,"C.J. Beathard, IOWA","W 35-27  @ IND",6,2.4,0,-0.4,8,39,84.3,79.5,10,"IOWA","IND","C.J. Beathard","Beathard, C","W",35
28,"Tommy Armstrong Jr., NEB","W 39-38  vs MSU",2.8,1.5,0,0.4,4.5,47,64,79.2,10,"NEB","MSU","Tommy Armstrong Jr.","Armstrong, T","W",39
29,"Baker Mayfield, OKLA","W 52-16  vs ISU",5.5,1.9,-1.6,-0.2,5.7,43,81.9,78.8,10,"OKLA","ISU","Baker Mayfield","Mayfield, B","W",52
30,"DeShone Kizer, ND","W 42-30  @ PITT",8.4,-1.1,-2.7,-0.1,4.5,38,72.9,78.5,10,"ND","PITT","DeShone Kizer","Kizer, D","W",42
31,"Ryan Graham, NIU","W 32-27  @ TOL",5.5,-1.1,-0.8,-0.2,3.4,24,73.6,78.3,10,"NIU","TOL","Ryan Graham","Graham, R","W",32
32,"Perry Orth, SC","L 27-24  @ TENN",4.1,0.3,-0.8,-0.4,3.2,52,54.7,78.3,10,"SC","TENN","Perry Orth","Orth, P","L",24
33,"Brandon Harris, LSU","L 30-16  @ ALA",-1.5,1.4,-0.9,0.8,-0.3,26,34.8,77.5,10,"LSU","ALA","Brandon Harris","Harris, B","L",16
34,"Fredi Knighten, ARST","W 40-27  @ APP",3.2,2.3,-1.1,0,4.4,39,69.2,77.1,10,"ARST","APP","Fredi Knighten","Knighten, F","W",40
35,"Mitch Leidner, MINN","L 28-14  @ OSU",3,-1.1,-0.1,-0.2,1.6,48,51.1,75.5,10,"MINN","OSU","Mitch Leidner","Leidner, M","L",14
36,"Matt Davis, SMU","L 60-40  vs TEM",1,2,-0.9,1.9,4.1,50,63.7,70.5,10,"SMU","TEM","Matt Davis","Davis, M","L",40
37,"Brad Kaaya, MIA","W 27-21  vs UVA",8.3,-2.8,-1.5,0,4,35,66.7,70.5,10,"MIA","UVA","Brad Kaaya","Kaaya, B","W",27
38,"Cardale Jones, OSU","W 28-14  vs MINN",2.1,3.3,-2.4,-0.2,2.7,37,65,70.3,10,"OSU","MINN","Cardale Jones","Jones, C","W",28
39,"David Washington, ODU","W 36-31  @ UTSA",6.7,4,-1.6,0.5,9.5,62,75.3,69,10,"ODU","UTSA","David Washington","Washington, D","W",36
40,"Jeff Driskel, LT","W 56-13  vs UNT",2,1.2,0,-0.1,3.2,30,87.5,68.9,10,"LT","UNT","Jeff Driskel","Driskel, J","W",56
41,"Paxton Lynch, MEM","L 45-20  vs NAVY",2.7,3,-0.1,0,5.5,49,69.8,66.9,10,"MEM","NAVY","Paxton Lynch","Lynch, P","L",20
42,"Treon Harris, FLA","W 9-7  vs VAN",0.8,2,-1.5,-0.2,1,34,45.5,66.8,10,"FLA","VAN","Treon Harris","Harris, T","W",9
43,"Matt Johns, UVA","L 27-21  @ MIA",3.7,0.1,-1,0.2,3.1,50,55,66.5,10,"UVA","MIA","Matt Johns","Johns, M","L",21
44,"Drew Hare, NIU","W 32-27  @ TOL",1,1.3,-0.4,-0.1,1.8,22,59.6,65.7,10,"NIU","TOL","Drew Hare","Hare, D","W",32
45,"Joe Hubener, KSU","L 31-24  vs BAY",3.1,2.2,-1.2,-0.7,3.5,55,55,65.3,10,"KSU","BAY","Joe Hubener","Hubener, J","L",24
46,"Driphus Jackson, RICE","L 24-21  @ UTEP",5.4,1,-1.4,0.3,5.2,35,76,64.9,10,"RICE","UTEP","Driphus Jackson","Jackson, D","L",21
47,"Greg Ward Jr., HOU","W 33-30  vs CIN",3.8,0.6,-0.2,0.3,4.4,44,66.4,64.9,10,"HOU","CIN","Greg Ward Jr.","Ward, G","W",33
48,"Jake Browning, WASH","L 34-23  vs UTAH",2,3.4,-3.4,-0.5,1.5,54,45.2,63.9,10,"WASH","UTAH","Jake Browning","Browning, J","L",23
49,"Sean Maguire, FSU","L 23-13  @ CLEM",-0.2,0,-1.3,0.6,-0.9,35,31.7,63.2,10,"FSU","CLEM","Sean Maguire","Maguire, S","L",13
50,"Travis Wilson, UTAH","W 34-23  @ WASH",-2.2,3.9,-0.8,-0.3,0.7,36,42.4,63.1,10,"UTAH","WASH","Travis Wilson","Wilson, T","W",34
51,"Jaquez Johnson, FAU","L 35-19  @ WKU",3.2,0.2,-0.6,0.5,3.3,42,60,63,10,"FAU","WKU","Jaquez Johnson","Johnson, J","L",19
52,"Jake Coker, ALA","W 30-16  vs LSU",2.9,-1.7,-2.3,1,0,36,37.7,62.8,10,"ALA","LSU","Jake Coker","Coker, J","W",30
53,"Trevone Boykin, TCU","L 49-29  @ OKST",1.6,1.6,-1.1,1,3.1,82,53.8,61.6,10,"TCU","OKST","Trevone Boykin","Boykin, T","L",29
54,"Taylor Lamb, APP","L 40-27  vs ARST",6.2,-1.4,-1.8,0,3,46,57.3,61.1,10,"APP","ARST","Taylor Lamb","Lamb, T","L",27
55,"Caleb Rowe, MD","L 31-24  vs WIS",0,0,0,0,0,22,38.5,59.8,10,"MD","WIS","Caleb Rowe","Rowe, C","L",24
56,"Joshua Dobbs, TENN","W 27-24  vs SC",7.3,-2.7,-1.1,-0.2,3.2,49,56.6,59.2,10,"TENN","SC","Joshua Dobbs","Dobbs, J","W",27
57,"Gunner Kiel, CIN","L 33-30  @ HOU",4.7,-0.9,-1.4,0.7,3.1,59,53,58.7,10,"CIN","HOU","Gunner Kiel","Kiel, G","L",30
58,"Anu Solomon, ARIZ","L 38-30  @ USC",6,0.4,-4.4,-0.2,1.9,61,46.9,58.4,10,"ARIZ","USC","Anu Solomon","Solomon, A","L",30
59,"Tanner Mangum, BYU","W 17-16  @ SJSU",6.2,0.2,-2.1,-0.3,4,43,61.4,57.1,10,"BYU","SJSU","Tanner Mangum","Mangum, T","W",17
60,"Nick Stevens, CSU","W 26-7  @ WYO",1.6,1.7,-0.2,0,3.1,25,78.7,57,10,"CSU","WYO","Nick Stevens","Stevens, N","W",26
61,"Brooks Haack, ULL","W 23-21  @ GAST",4.7,-1,0,-0.1,3.6,34,64.9,56.4,10,"ULL","GAST","Brooks Haack","Haack, B","W",23
62,"Kilton Anderson, FRES","L 30-16  vs NEV",0.6,5.2,-1.6,0.4,4.6,38,68.8,56.3,10,"FRES","NEV","Kilton Anderson","Anderson, K","L",16
63,"Nick Arbuckle, GAST","L 23-21  vs ULL",8.8,-0.3,-2.6,1,6.8,47,73.8,56.2,10,"GAST","ULL","Nick Arbuckle","Arbuckle, N","L",21
64,"Thomas Sirk, DUKE","L 66-31  @ UNC",-1,1.5,-0.5,0.5,0.5,49,42.1,55.6,10,"DUKE","UNC","Thomas Sirk","Sirk, T","L",31
65,"Nate Sudfeld, IND","L 35-27  vs IOWA",0,0.6,-0.8,0.3,0,42,37.9,55,10,"IND","IOWA","Nate Sudfeld","Sudfeld, N","L",27
66,"Sefo Liufau, COLO","L 42-10  vs STAN",0.3,0.4,-0.3,0.2,0.6,28,44.4,54.7,10,"COLO","STAN","Sefo Liufau","Liufau, S","L",10
67,"Joel Stave, WIS","W 31-24  @ MD",3.5,0.1,-2.4,0.6,1.7,33,52.7,53.4,10,"WIS","MD","Joel Stave","Stave, J","W",31
68,"Joe Licata, BUFF","W 18-17  @ KENT",1.4,1.7,-1.4,-0.1,1.4,47,45.4,53.4,10,"BUFF","KENT","Joe Licata","Licata, J","W",18
69,"Christian Hackenberg, PSU","L 23-21  @ NW",-1.5,-0.1,-1.2,-0.8,-3.5,50,21.4,53,10,"PSU","NW","Christian Hackenberg","Hackenberg, C","L",21
70,"Chase Litton, MRSH","L 27-24  @ MTSU",7.1,-1.6,-0.7,-0.6,4.2,68,53.7,53,10,"MRSH","MTSU","Chase Litton","Litton, C","L",24
71,"Nick Jeanty, NMSU","W 31-21  @ TXST",6.3,1.7,-1.4,2,8.6,57,75,51.5,10,"NMSU","TXST","Nick Jeanty","Jeanty, N","W",31
72,"Derrius Vick, OHIO","L 62-24  @ BGSU",2.5,0.4,-1.3,1,2.6,35,57.9,50.1,10,"OHIO","BGSU","Derrius Vick","Vick, D","L",24
